Performing comparisons between CPU Cuda and Tensor implementation,

Matrixes size,2048,2048,
Single run computation test,
Name,preparing time (ms),computation time (ms),gathering restuls time (ms),validity,mean of error (to CPU),deviation of error (to CPU),
MMA CPU,20.527740,402.313526,12.622910,
MMA CUDA,47.220622,0.020832,54.096763,False,0.000000,0.000000,
MMA CUDA Shared,7.536428,0.018926,49.275786,False,0.000000,0.000000,
MMA Tensor,41.846962,0.015350,11.303205,False,0.021504,0.016412,

Multi run computation  test, execution count :50,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,
-1.000000,-1.000000,-1.000000,6.717156,0.020010,30.577232,6.337838,0.007444,24.178196,39.318382,0.009379,6.267820,
-1.000000,-1.000000,-1.000000,6.104461,0.013212,30.576530,6.182788,0.006113,24.082376,39.157520,0.010915,6.277994,
-1.000000,-1.000000,-1.000000,6.176102,0.012245,29.987135,6.007780,0.006759,23.940434,39.280136,0.006634,6.253263,
-1.000000,-1.000000,-1.000000,6.301097,0.008700,30.870970,6.104008,0.007442,23.089796,39.325829,0.008403,6.262529,
-1.000000,-1.000000,-1.000000,6.296484,0.013182,28.710674,6.045591,0.005933,25.215565,39.042076,0.008036,6.259842,
-1.000000,-1.000000,-1.000000,6.206447,0.011083,27.338579,6.039506,0.007753,23.032146,39.208679,0.006992,6.245982,
-1.000000,-1.000000,-1.000000,6.106753,0.011533,28.446962,6.011153,0.007659,23.884932,39.009750,0.004659,6.265243,
-1.000000,-1.000000,-1.000000,6.203512,0.012492,27.122322,6.009126,0.005782,23.078987,39.095795,0.005440,6.274712,
-1.000000,-1.000000,-1.000000,6.156190,0.009607,28.519459,6.204205,0.006727,23.403458,38.974457,0.007357,6.249983,
-1.000000,-1.000000,-1.000000,6.087800,0.009754,28.904816,5.998986,0.008163,23.388662,39.061604,0.005661,6.276484,
-1.000000,-1.000000,-1.000000,6.065594,0.013593,27.345009,6.021131,0.005098,23.321712,38.884068,0.007508,6.281261,
-1.000000,-1.000000,-1.000000,6.100732,0.011660,27.715742,6.030509,0.018101,24.347576,38.929893,0.007059,6.248509,
-1.000000,-1.000000,-1.000000,6.082857,0.012312,29.885387,5.987550,0.007967,22.886612,38.982540,0.009526,6.254511,
-1.000000,-1.000000,-1.000000,6.105970,0.014037,27.469099,6.018340,0.005627,23.691439,38.843555,0.005704,6.281913,
-1.000000,-1.000000,-1.000000,6.062145,0.007644,24.985327,6.018426,0.007575,23.289370,39.144035,0.011895,6.264343,
-1.000000,-1.000000,-1.000000,6.062049,0.006400,27.513639,6.056059,0.009027,24.096228,39.023235,0.007310,6.259106,
-1.000000,-1.000000,-1.000000,6.306330,0.007711,25.390917,5.982008,0.007783,23.622044,39.002460,0.005348,6.710782,
-1.000000,-1.000000,-1.000000,5.986940,0.004663,25.353642,6.040636,0.004616,24.159630,38.883671,0.008261,6.246701,
-1.000000,-1.000000,-1.000000,6.833961,0.013271,33.336716,6.005349,0.008422,24.039949,39.595409,0.008548,6.502238,
-1.000000,-1.000000,-1.000000,6.187077,0.020680,27.056015,6.103926,0.010756,23.932474,39.389389,0.007151,6.279802,
-1.000000,-1.000000,-1.000000,6.115794,0.010318,27.637238,6.018266,0.007924,22.878710,39.043060,0.005338,6.247668,
-1.000000,-1.000000,-1.000000,6.386144,0.009381,29.507006,6.011925,0.007948,24.837734,39.617641,0.008663,6.268958,
-1.000000,-1.000000,-1.000000,6.169675,0.011387,28.200994,6.015158,0.008601,23.051336,39.533062,0.006181,6.293665,
-1.000000,-1.000000,-1.000000,6.189620,0.009275,27.731846,6.005522,0.005548,24.649111,41.085171,0.015114,6.263241,
-1.000000,-1.000000,-1.000000,6.749756,0.010989,28.627079,6.043483,0.005026,23.076197,40.281406,0.011034,7.158378,
-1.000000,-1.000000,-1.000000,6.203661,0.012011,27.896271,6.141748,0.006085,23.560575,39.672245,0.012099,6.741664,
-1.000000,-1.000000,-1.000000,6.344652,0.010477,27.303839,5.994942,0.005923,23.128393,39.113110,0.008966,6.282870,
-1.000000,-1.000000,-1.000000,6.307839,0.013537,27.431627,5.995635,0.006548,23.021196,39.367722,0.008258,7.089193,
-1.000000,-1.000000,-1.000000,6.240650,0.012352,27.842365,6.102176,0.008386,24.654047,39.522240,0.009244,6.863495,
-1.000000,-1.000000,-1.000000,6.223017,0.010770,26.916372,6.140680,0.008380,22.885345,39.954166,0.009421,6.990936,
-1.000000,-1.000000,-1.000000,6.364016,0.018443,27.215586,6.006093,0.005787,23.628710,39.644657,0.010083,6.324282,
-1.000000,-1.000000,-1.000000,6.315837,0.013317,27.717009,6.156913,0.009206,23.319786,39.807827,0.008133,6.615023,
-1.000000,-1.000000,-1.000000,6.253573,0.007968,26.802616,6.090946,0.010564,24.110802,39.294102,0.010479,6.257973,
-1.000000,-1.000000,-1.000000,6.350280,0.011719,27.167391,5.946486,0.004703,23.003401,39.185600,0.007101,7.073062,
-1.000000,-1.000000,-1.000000,6.289942,0.011875,27.690681,5.968939,0.007790,24.535086,39.402348,0.011053,6.577812,
-1.000000,-1.000000,-1.000000,6.293028,0.011120,26.883448,6.010528,0.009816,23.784870,39.697323,0.012215,6.482975,
-1.000000,-1.000000,-1.000000,6.349462,0.010657,27.257790,6.018853,0.008091,24.202005,40.015980,0.008660,6.271322,
