32MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Loading,MMA CUDA Shared Half Computing,MMA CUDA Shared Half Outputing,MMA CUDA Shared 16 Tile Loading,MMA CUDA Shared 16 Tile Computing,MMA CUDA Shared 16 Tile Outputing,MMA CUDA Shared Halfs 32 Tile Loading,MMA CUDA Shared Halfs 32 Tile Computing,MMA CUDA Shared Halfs 32 Tile Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing,
0.222952,6.725486,0.044474,2.505821,0.150016,0.157445,0.443727,0.643840,0.157706,0.442539,0.452288,0.155029,2.512960,0.136832,0.157340,0.442875,0.436096,0.157767,2.527287,0.406560,0.155655,-1.000000,-1.000000,-1.000000,
0.223415,6.713187,0.044600,2.515125,0.149408,0.156506,0.454615,0.646144,0.157450,0.440480,0.454016,0.155741,2.510194,0.137280,0.156554,0.442921,0.437216,0.157122,2.525817,0.406176,0.163547,-1.000000,-1.000000,-1.000000,
0.222366,6.692835,0.044690,2.490769,0.149792,0.162917,0.441606,0.643744,0.157870,0.447043,0.453312,0.158541,2.528753,0.137664,0.168023,0.448165,0.436768,0.155059,2.511726,0.406272,0.153485,-1.000000,-1.000000,-1.000000,
0.222600,6.688457,0.044281,2.520973,0.150432,0.156987,0.443528,0.647104,0.160292,0.441155,0.453472,0.159915,2.490419,0.137760,0.168519,0.445335,0.437088,0.156703,2.514337,0.404640,0.154850,-1.000000,-1.000000,-1.000000,
0.224650,6.671772,0.044842,2.514261,0.148992,0.157641,0.450180,0.647008,0.160766,0.455744,0.452672,0.161105,2.524343,0.138240,0.156423,0.444479,0.435712,0.155863,2.549435,0.405888,0.158055,-1.000000,-1.000000,-1.000000,
0.222995,6.877697,0.044908,2.482587,0.149408,0.156834,0.443617,0.644288,0.156352,0.442662,0.453056,0.155754,2.522109,0.137728,0.155251,0.442814,0.437152,0.162147,2.536638,0.406208,0.155616,-1.000000,-1.000000,-1.000000,
0.227142,6.721424,0.044950,2.500047,0.148704,0.157207,0.444010,0.644704,0.159263,0.440592,0.453184,0.154733,2.503953,0.139520,0.156064,0.448357,0.435840,0.155601,2.522549,0.405632,0.157985,-1.000000,-1.000000,-1.000000,
0.227639,6.672346,0.045318,2.549598,0.149344,0.156928,0.444738,0.647072,0.158138,0.439610,0.453664,0.156128,2.516073,0.137024,0.155831,0.443336,0.435840,0.155596,2.508363,0.406432,0.155424,-1.000000,-1.000000,-1.000000,
0.224748,6.689569,0.044508,2.521084,0.149376,0.158240,0.443079,0.646016,0.162277,0.440411,0.454048,0.156955,2.515329,0.137600,0.157217,0.443165,0.435104,0.155183,2.520209,0.406400,0.156405,-1.000000,-1.000000,-1.000000,
0.227306,6.671502,0.044704,2.484758,0.148832,0.155818,0.441889,0.647552,0.157427,0.440894,0.454784,0.155014,2.537153,0.137664,0.156512,0.443036,0.436800,0.155793,2.520525,0.405696,0.154883,-1.000000,-1.000000,-1.000000,
0.223702,6.681268,0.044300,2.483791,0.151200,0.156942,0.457277,0.645056,0.156229,0.439735,0.453760,0.156358,2.531590,0.137216,0.169036,0.449537,0.435712,0.159540,2.559822,0.405856,0.167159,-1.000000,-1.000000,-1.000000,
0.223608,6.677990,0.044564,2.479960,0.150112,0.157839,0.442507,0.645088,0.156280,0.441250,0.453952,0.156962,2.513516,0.137024,0.155800,0.439999,0.435552,0.162152,2.516778,0.412576,0.156268,-1.000000,-1.000000,-1.000000,
0.225314,6.813745,0.045056,2.484476,0.151104,0.156972,0.443996,0.645120,0.168919,0.439977,0.454592,0.154425,2.532786,0.138080,0.155821,0.444261,0.436256,0.155322,2.516647,0.405760,0.155157,-1.000000,-1.000000,-1.000000,
0.223058,6.676292,0.044805,2.487370,0.149344,0.157743,0.448910,0.647296,0.160221,0.440590,0.454688,0.155763,2.523803,0.137312,0.165192,0.444729,0.436768,0.155527,2.526134,0.405472,0.155743,-1.000000,-1.000000,-1.000000,
0.224671,6.686041,0.044546,2.499708,0.149280,0.165668,0.444066,0.647200,0.156433,0.440716,0.451488,0.157464,2.488277,0.137952,0.156550,0.460897,0.434912,0.156577,2.521747,0.405664,0.155504,-1.000000,-1.000000,-1.000000,
0.223746,6.710383,0.044387,2.502586,0.150432,0.169220,0.442457,0.648128,0.171441,0.440302,0.453344,0.155902,2.558225,0.137280,0.156766,0.442552,0.437216,0.155888,2.562786,0.406432,0.166707,-1.000000,-1.000000,-1.000000,
0.225017,6.690498,0.045137,2.507034,0.149824,0.156297,0.444164,0.645248,0.156028,0.441160,0.453728,0.155416,2.553525,0.137216,0.156146,0.443389,0.436064,0.156683,2.522300,0.406912,0.155556,-1.000000,-1.000000,-1.000000,
0.223752,6.716361,0.044407,2.525314,0.150816,0.161482,0.443793,0.644576,0.160480,0.446005,0.453952,0.156384,2.517035,0.140992,0.155217,0.446589,0.436064,0.155792,2.524462,0.405792,0.155916,-1.000000,-1.000000,-1.000000,
0.225310,6.716024,0.045019,2.496687,0.153440,0.161524,0.443202,0.645376,0.169129,0.438503,0.452640,0.159622,2.532452,0.137120,0.155541,0.442520,0.436160,0.157639,2.505593,0.406336,0.154940,-1.000000,-1.000000,-1.000000,
0.225206,6.730928,0.045017,2.523738,0.150176,0.156674,0.442419,0.647104,0.157019,0.447990,0.453792,0.158477,2.524052,0.136352,0.155235,0.443616,0.436896,0.157013,2.528963,0.406144,0.155021,-1.000000,-1.000000,-1.000000,
0.222422,6.732895,0.044581,2.504480,0.151360,0.156573,0.443569,0.645920,0.156992,0.440501,0.454880,0.155376,2.510954,0.136928,0.156059,0.444719,0.435936,0.161422,2.532856,0.405888,0.155002,-1.000000,-1.000000,-1.000000,
0.224781,6.725309,0.044958,2.527615,0.149696,0.156123,0.444766,0.646432,0.168711,0.440768,0.452544,0.156379,2.505895,0.136640,0.170974,0.442374,0.435616,0.156986,2.542833,0.406624,0.161783,-1.000000,-1.000000,-1.000000,
0.223310,6.724069,0.044864,2.494144,0.149824,0.159616,0.441377,0.645568,0.157616,0.441081,0.454560,0.159649,2.534976,0.136896,0.158104,0.442592,0.434624,0.155488,2.530681,0.405408,0.155168,-1.000000,-1.000000,-1.000000,
0.227076,6.720156,0.044581,2.490956,0.149376,0.156498,0.444102,0.644448,0.159120,0.444326,0.453504,0.161514,2.528800,0.143904,0.160403,0.444372,0.435840,0.156306,2.507085,0.406752,0.161494,-1.000000,-1.000000,-1.000000,
0.223647,6.723741,0.044641,2.494512,0.149984,0.162884,0.444041,0.646336,0.168958,0.448875,0.454048,0.155813,2.520254,0.137440,0.162926,0.444293,0.436320,0.155051,2.513833,0.406432,0.155079,-1.000000,-1.000000,-1.000000,
0.223140,6.722361,0.044294,2.520916,0.150368,0.170548,0.448731,0.647904,0.157369,0.441368,0.453472,0.156243,2.512185,0.138272,0.162425,0.445520,0.435776,0.156373,2.520961,0.405344,0.155952,-1.000000,-1.000000,-1.000000,
0.225213,6.721208,0.045162,2.507583,0.149632,0.156909,0.442438,0.644416,0.156578,0.442860,0.454208,0.155779,2.502695,0.136640,0.155405,0.449783,0.437248,0.158958,2.551301,0.406016,0.155873,-1.000000,-1.000000,-1.000000,
0.222266,6.675025,0.044937,2.508236,0.149600,0.160780,0.445124,0.647424,0.168656,0.439879,0.453248,0.155235,2.506139,0.136864,0.159471,0.442940,0.436672,0.157309,2.531806,0.405728,0.156175,-1.000000,-1.000000,-1.000000,
0.221572,6.672531,0.044659,2.529962,0.156896,0.158441,0.443932,0.646944,0.156360,0.446615,0.455296,0.154172,2.495708,0.140416,0.156270,0.442948,0.435200,0.161230,2.517467,0.406880,0.157198,-1.000000,-1.000000,-1.000000,
0.223781,6.691069,0.044678,2.530878,0.151232,0.156541,0.444387,0.644640,0.156859,0.439881,0.454848,0.156240,2.531469,0.137152,0.156728,0.446894,0.434848,0.157032,2.505237,0.407232,0.155396,-1.000000,-1.000000,-1.000000,
0.223137,6.699871,0.044829,2.481362,0.149344,0.157338,0.441902,0.647712,0.161594,0.439251,0.452736,0.155234,2.517493,0.136992,0.155540,0.443834,0.435456,0.156045,2.504376,0.404960,0.155282,-1.000000,-1.000000,-1.000000,
0.223971,6.684091,0.044656,2.496601,0.150240,0.160366,0.443531,0.645952,0.159540,0.440239,0.452480,0.160361,2.515339,0.144832,0.155138,0.443917,0.435936,0.156593,2.523342,0.406144,0.156930,-1.000000,-1.000000,-1.000000,
0.223102,6.695729,0.044534,2.493216,0.150528,0.156503,0.443799,0.647008,0.157248,0.439394,0.455616,0.155283,2.501110,0.137984,0.170997,0.442589,0.436512,0.155616,2.532869,0.405856,0.165634,-1.000000,-1.000000,-1.000000,
0.223498,6.690352,0.044677,2.523548,0.150432,0.161697,0.442763,0.652768,0.156479,0.441320,0.453408,0.156166,2.498489,0.136352,0.158457,0.450869,0.435584,0.156055,2.507797,0.405760,0.165832,-1.000000,-1.000000,-1.000000,
0.222585,6.683575,0.045199,2.501555,0.149408,0.157526,0.441324,0.646592,0.156577,0.441266,0.453984,0.154823,2.531862,0.136544,0.161720,0.441655,0.436608,0.162297,2.546030,0.411776,0.159071,-1.000000,-1.000000,-1.000000,
0.223346,6.693505,0.044937,2.505280,0.150112,0.158042,0.443045,0.646336,0.157506,0.450703,0.455456,0.156630,2.535107,0.138176,0.166761,0.441185,0.437472,0.160104,2.515409,0.405824,0.155172,-1.000000,-1.000000,-1.000000,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Loading,MMA CUDA Shared Half Computing,MMA CUDA Shared Half Outputing,MMA CUDA Shared 16 Tile Loading,MMA CUDA Shared 16 Tile Computing,MMA CUDA Shared 16 Tile Outputing,MMA CUDA Shared Halfs 32 Tile Loading,MMA CUDA Shared Halfs 32 Tile Computing,MMA CUDA Shared Halfs 32 Tile Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing,
0.843319,10.253770,0.045050,7.084394,0.185184,0.170530,1.732299,0.715808,0.313953,1.726234,0.521536,0.324011,6.754726,0.145056,0.168667,1.763897,0.498944,0.331964,6.448318,0.443936,0.161252,-1.000000,-1.000000,-1.000000,
0.225701,6.681746,0.055073,2.594428,0.151488,0.159055,0.589368,0.651008,0.163859,1.273377,0.453760,0.359659,2.583619,0.139392,0.165498,1.287016,0.436416,0.385675,2.626938,0.408192,0.161703,-1.000000,-1.000000,-1.000000,
0.229688,6.680573,0.045694,2.538697,0.151200,0.158398,0.494422,0.647424,0.158559,0.746365,0.455776,0.156370,2.558544,0.137760,0.157418,0.546214,0.438816,0.162607,2.611385,0.407552,0.157461,-1.000000,-1.000000,-1.000000,
0.222204,6.701934,0.045423,2.544824,0.151488,0.157055,0.483366,0.651392,0.157934,0.482174,0.456064,0.156293,2.586602,0.139104,0.156243,0.486127,0.437952,0.158210,2.601187,0.406688,0.156237,-1.000000,-1.000000,-1.000000,
0.225018,6.681015,0.044660,2.540548,0.151168,0.159384,0.485449,0.647072,0.157966,0.481636,0.456352,0.155805,2.595837,0.139840,0.158659,0.484996,0.439136,0.160541,2.591972,0.407456,0.156573,-1.000000,-1.000000,-1.000000,
0.222666,6.908751,0.044192,2.593783,0.151552,0.159008,0.487320,0.651936,0.159097,0.484296,0.454336,0.156342,2.575452,0.138688,0.157379,0.483579,0.440224,0.156811,2.550064,0.406592,0.155942,-1.000000,-1.000000,-1.000000,
0.223728,6.724903,0.044705,2.571395,0.151392,0.158732,0.484736,0.649600,0.160674,0.481237,0.457664,0.155416,2.556466,0.138720,0.161701,0.484318,0.438496,0.156557,2.567945,0.406144,0.169958,-1.000000,-1.000000,-1.000000,
0.229013,6.695953,0.044655,2.591632,0.149888,0.157399,0.484240,0.648288,0.158202,0.480755,0.463552,0.157170,2.566383,0.139872,0.156707,0.494507,0.439712,0.159488,2.604619,0.407296,0.160806,-1.000000,-1.000000,-1.000000,
0.224703,6.675734,0.045041,2.557393,0.150496,0.158536,0.491633,0.649472,0.158426,0.480436,0.456480,0.156499,2.554219,0.139136,0.157822,0.489996,0.438432,0.157801,2.575225,0.406880,0.160545,-1.000000,-1.000000,-1.000000,
0.224158,6.713813,0.044917,2.542246,0.151552,0.157146,0.502716,0.648736,0.157880,0.481521,0.455328,0.157214,2.553158,0.139488,0.156090,0.484040,0.439872,0.157681,2.638329,0.407520,0.156934,-1.000000,-1.000000,-1.000000,
0.229623,6.952451,0.044495,2.539975,0.150304,0.159052,0.491942,0.648960,0.158294,0.482257,0.458208,0.155396,2.531613,0.138880,0.169879,0.487780,0.438784,0.162492,2.560394,0.407200,0.156428,-1.000000,-1.000000,-1.000000,
0.226482,6.778279,0.044563,2.567685,0.151520,0.157359,0.484153,0.648768,0.158638,0.480577,0.455264,0.157336,2.572228,0.138464,0.156512,0.483932,0.436192,0.156431,2.594001,0.407360,0.156342,-1.000000,-1.000000,-1.000000,
0.225614,6.872764,0.046259,2.541292,0.150688,0.158410,0.484324,0.649792,0.158167,0.481415,0.456768,0.156248,2.572281,0.138048,0.159418,0.483363,0.438944,0.156394,2.588461,0.406944,0.156673,-1.000000,-1.000000,-1.000000,
0.230821,6.731454,0.044531,2.537429,0.149952,0.157005,0.483786,0.648832,0.158137,0.481473,0.456512,0.156685,2.561590,0.138144,0.157941,0.486925,0.439392,0.157066,2.579095,0.405952,0.162363,-1.000000,-1.000000,-1.000000,
0.225564,6.676546,0.046808,2.531228,0.152032,0.158957,0.498454,0.648576,0.158722,0.481700,0.455776,0.159387,2.569628,0.138016,0.157198,0.484965,0.438272,0.156906,2.607659,0.406656,0.157643,-1.000000,-1.000000,-1.000000,
0.237183,6.674462,0.044770,2.574762,0.152192,0.157252,0.484663,0.648320,0.157770,0.480955,0.458304,0.156954,2.572271,0.138912,0.155520,0.486455,0.438752,0.161801,2.561287,0.407072,0.156953,-1.000000,-1.000000,-1.000000,
0.223239,6.671458,0.044875,2.555253,0.151456,0.158159,0.484180,0.648736,0.159884,0.482320,0.456064,0.155967,2.599155,0.139072,0.157014,0.485818,0.441600,0.158586,2.610961,0.407040,0.157695,-1.000000,-1.000000,-1.000000,
0.224558,6.719381,0.044855,2.555929,0.151552,0.162249,0.487468,0.650240,0.162325,0.481534,0.457440,0.162108,2.575911,0.138720,0.157077,0.483247,0.439104,0.157419,2.592521,0.410496,0.159688,-1.000000,-1.000000,-1.000000,
0.223651,6.679041,0.044731,2.590389,0.151712,0.157916,0.489793,0.648672,0.158143,0.481155,0.455552,0.155507,2.558787,0.139200,0.158910,0.483707,0.438496,0.155998,2.578156,0.406912,0.160271,-1.000000,-1.000000,-1.000000,
0.222841,6.677134,0.044739,2.559267,0.151456,0.170384,0.485289,0.651168,0.164377,0.479681,0.456544,0.159471,2.586023,0.139040,0.156367,0.483326,0.438976,0.157626,2.642027,0.406720,0.164560,-1.000000,-1.000000,-1.000000,
0.223791,6.671530,0.044679,2.545129,0.155424,0.158467,0.483920,0.650336,0.158617,0.480968,0.457152,0.158257,2.604712,0.138784,0.167322,0.482774,0.439040,0.162736,2.594737,0.407456,0.155481,-1.000000,-1.000000,-1.000000,
0.221924,6.717270,0.044489,2.539542,0.150592,0.157248,0.504209,0.649952,0.161405,0.480480,0.455776,0.157236,2.570417,0.137824,0.156938,0.483359,0.440160,0.157237,2.572459,0.406272,0.155808,-1.000000,-1.000000,-1.000000,
0.224375,6.705294,0.044906,2.547904,0.150944,0.160493,0.495351,0.648640,0.157614,0.481938,0.456288,0.156125,2.561071,0.139104,0.157200,0.495396,0.439744,0.156783,2.603109,0.407520,0.156505,-1.000000,-1.000000,-1.000000,
0.226889,6.670850,0.044900,2.560068,0.150848,0.165882,0.491779,0.650240,0.158291,0.481042,0.456320,0.157883,2.549220,0.138688,0.161967,0.485007,0.437024,0.156666,2.601468,0.406496,0.155949,-1.000000,-1.000000,-1.000000,
0.225971,6.677203,0.044821,2.541407,0.154720,0.159812,0.483985,0.653248,0.157701,0.482033,0.465440,0.155364,2.575950,0.138016,0.157656,0.483210,0.439712,0.156206,2.579937,0.407040,0.156409,-1.000000,-1.000000,-1.000000,
0.225964,6.675055,0.044995,2.580752,0.150048,0.156991,0.485694,0.650560,0.157812,0.480534,0.456416,0.157215,2.594650,0.139520,0.156556,0.495318,0.442528,0.158017,2.533400,0.407392,0.157519,-1.000000,-1.000000,-1.000000,
0.226889,6.697797,0.043779,2.546637,0.154592,0.158907,0.484168,0.649024,0.159044,0.480890,0.456000,0.156724,2.564740,0.139744,0.158476,0.483689,0.436384,0.157855,2.619564,0.406400,0.157242,-1.000000,-1.000000,-1.000000,
0.223660,6.699509,0.045675,2.560644,0.150912,0.160232,0.487166,0.648256,0.158098,0.482418,0.457344,0.164098,2.570504,0.139328,0.156649,0.484083,0.438720,0.161191,2.549894,0.407136,0.160024,-1.000000,-1.000000,-1.000000,
0.223065,6.676235,0.044368,2.535249,0.151488,0.160380,0.485046,0.651808,0.157713,0.483937,0.457760,0.155244,2.619909,0.138368,0.157750,0.488167,0.439232,0.158560,2.558138,0.407328,0.156751,-1.000000,-1.000000,-1.000000,
0.223643,6.677152,0.044594,2.603230,0.151040,0.157554,0.483917,0.648768,0.157749,0.482028,0.456576,0.161043,2.560478,0.139520,0.168673,0.490845,0.438656,0.164544,2.583242,0.407840,0.156156,-1.000000,-1.000000,-1.000000,
0.226760,6.673957,0.044805,2.573102,0.150592,0.169318,0.504133,0.650624,0.157904,0.487366,0.455680,0.155414,2.546071,0.138464,0.158085,0.494852,0.438656,0.157337,2.654846,0.407008,0.158095,-1.000000,-1.000000,-1.000000,
0.222053,6.675114,0.042800,2.542392,0.150624,0.161382,0.483180,0.648544,0.157858,0.479826,0.456480,0.157211,2.563928,0.139136,0.167527,0.483589,0.435232,0.157115,2.591232,0.406240,0.156471,-1.000000,-1.000000,-1.000000,
0.223868,6.671462,0.044483,2.551143,0.154720,0.159079,0.485088,0.649760,0.158047,0.485088,0.455872,0.155761,2.564082,0.137760,0.171700,0.490711,0.437056,0.156431,2.586844,0.407712,0.164172,-1.000000,-1.000000,-1.000000,
0.226169,6.674428,0.044736,2.566455,0.150528,0.158443,0.485277,0.647392,0.157109,0.488051,0.456320,0.156173,2.559384,0.138592,0.156613,0.487010,0.438112,0.157729,2.574084,0.406400,0.155868,-1.000000,-1.000000,-1.000000,
0.223320,6.672486,0.044767,2.542203,0.151200,0.159313,0.484777,0.649504,0.163258,0.480913,0.456032,0.155899,2.569237,0.138944,0.157718,0.483357,0.439552,0.157081,2.568742,0.407040,0.162121,-1.000000,-1.000000,-1.000000,
0.224947,6.669495,0.044696,2.550993,0.151200,0.160913,0.507250,0.650080,0.157530,0.487351,0.456192,0.156474,2.591138,0.138496,0.156085,0.483911,0.438112,0.157401,2.616808,0.408416,0.156609,-1.000000,-1.000000,-1.000000,
0.223656,6.671042,0.044581,2.563846,0.151136,0.161318,0.484786,0.649696,0.157381,0.482037,0.455488,0.155500,2.577209,0.145216,0.161371,0.484483,0.437696,0.157098,2.579745,0.409888,0.156897,-1.000000,-1.000000,-1.000000,
0.222134,6.676468,0.044651,2.535408,0.150368,0.158585,0.484267,0.650272,0.158447,0.480724,0.462432,0.156873,2.564292,0.138528,0.156378,0.483224,0.438400,0.159307,2.584468,0.407072,0.157260,-1.000000,-1.000000,-1.000000,
0.223010,6.671955,0.044690,2.546225,0.156160,0.175513,0.484605,0.650784,0.157759,0.483783,0.455648,0.156164,2.598832,0.139456,0.157406,0.484172,0.438304,0.157581,2.600790,0.407072,0.156857,-1.000000,-1.000000,-1.000000,
0.224263,6.673539,0.044992,2.840086,0.157312,0.158748,0.484230,0.649952,0.156944,0.482686,0.456992,0.156258,2.557188,0.138176,0.157182,0.483858,0.437696,0.157059,2.601295,0.410560,0.167413,-1.000000,-1.000000,-1.000000,
0.223941,6.677490,0.044476,2.617970,0.152096,0.159225,0.484505,0.646816,0.157175,0.481993,0.450912,0.155413,2.546567,0.139360,0.167237,0.483598,0.437216,0.157633,2.592639,0.410176,0.164482,-1.000000,-1.000000,-1.000000,
0.223728,6.692148,0.044621,2.556135,0.151968,0.176301,0.485278,0.647968,0.157262,0.481784,0.456224,0.156893,2.548275,0.138944,0.167092,0.483886,0.438400,0.158046,2.609661,0.410816,0.156822,-1.000000,-1.000000,-1.000000,
0.222268,6.785445,0.044942,2.571513,0.151552,0.158978,0.484542,0.650400,0.157465,0.480741,0.456704,0.156416,2.563133,0.138144,0.157924,0.483813,0.438464,0.160043,2.568499,0.407328,0.159744,-1.000000,-1.000000,-1.000000,
0.223201,6.711434,0.044699,2.583211,0.150336,0.158140,0.485953,0.645088,0.157401,0.484775,0.456128,0.156883,2.584818,0.138528,0.156537,0.483531,0.437952,0.158256,2.589825,0.407360,0.157400,-1.000000,-1.000000,-1.000000,
0.225776,6.723620,0.044850,2.535171,0.151328,0.159053,0.483460,0.650112,0.157370,0.480907,0.456736,0.156132,2.566646,0.138688,0.158415,0.484363,0.438880,0.156548,2.565103,0.408832,0.157376,-1.000000,-1.000000,-1.000000,
0.223505,6.669637,0.044400,2.549097,0.151424,0.157918,0.485373,0.649184,0.159125,0.481290,0.457088,0.157327,2.576883,0.138432,0.163422,0.483138,0.438272,0.156640,2.614729,0.407904,0.157467,-1.000000,-1.000000,-1.000000,
0.222553,6.679041,0.045173,2.585024,0.151904,0.159179,0.484820,0.650368,0.158924,0.480671,0.455840,0.156048,2.557441,0.138976,0.157674,0.484187,0.438496,0.156849,2.572381,0.407360,0.157883,-1.000000,-1.000000,-1.000000,
0.223463,6.673881,0.044375,2.571195,0.150432,0.167998,0.482667,0.648832,0.157790,0.480620,0.462624,0.168225,2.576252,0.138656,0.157811,0.483459,0.438496,0.156826,2.567736,0.406912,0.156137,-1.000000,-1.000000,-1.000000,
0.226669,6.673943,0.044472,2.656157,0.157312,0.160136,0.490835,0.649536,0.160006,0.481636,0.456480,0.161832,2.569722,0.138816,0.158045,0.483931,0.439488,0.156479,2.588948,0.408992,0.156825,-1.000000,-1.000000,-1.000000,
0.222841,6.789685,0.045463,2.570690,0.150560,0.159199,0.484388,0.649440,0.157573,0.479973,0.456160,0.156468,2.578881,0.139072,0.157094,0.484235,0.436992,0.163651,2.609518,0.406336,0.156448,-1.000000,-1.000000,-1.000000,
0.223381,6.681861,0.044655,2.596485,0.149952,0.158974,0.484006,0.650112,0.158651,0.480652,0.456608,0.160151,2.577902,0.138016,0.156660,0.482632,0.438944,0.156753,2.593614,0.407776,0.168963,-1.000000,-1.000000,-1.000000,
0.222974,6.673053,0.045510,2.561601,0.150976,0.158004,0.491620,0.648416,0.157992,0.482733,0.456064,0.159991,2.555443,0.138432,0.167569,0.482533,0.438528,0.159185,2.563470,0.408000,0.159226,-1.000000,-1.000000,-1.000000,
0.221958,6.679206,0.044667,2.578764,0.151840,0.158854,0.492194,0.650272,0.159418,0.481035,0.456960,0.156380,2.582670,0.138944,0.169402,0.484118,0.440416,0.171838,2.570078,0.406912,0.156235,-1.000000,-1.000000,-1.000000,
0.224123,6.673289,0.044660,2.540299,0.150304,0.158840,0.483754,0.648352,0.157929,0.608019,0.456448,0.157575,2.572767,0.138304,0.156854,0.483939,0.438432,0.157190,2.647894,0.407872,0.157631,-1.000000,-1.000000,-1.000000,
0.222163,6.676879,0.045612,2.567826,0.151360,0.159597,0.484599,0.648064,0.160289,0.485769,0.454944,0.159586,2.557062,0.139456,0.166092,0.482617,0.439200,0.156694,2.590029,0.407200,0.156176,-1.000000,-1.000000,-1.000000,
0.226286,6.900838,0.044827,2.528528,0.151296,0.159124,0.485290,0.651136,0.157158,0.481359,0.456608,0.156489,2.582360,0.139456,0.156579,0.483419,0.438656,0.161580,2.623896,0.408192,0.155162,-1.000000,-1.000000,-1.000000,
0.223887,6.690879,0.044717,2.544368,0.151840,0.167252,0.496851,0.649024,0.157825,0.481506,0.456640,0.156045,2.570604,0.139520,0.157643,0.482969,0.438496,0.156610,2.581993,0.410432,0.156569,-1.000000,-1.000000,-1.000000,
0.223087,6.667161,0.044976,2.587644,0.162624,0.235322,0.485578,0.647936,0.157228,0.480386,0.456800,0.156034,2.563257,0.139424,0.156300,0.483357,0.437856,0.156845,2.571154,0.410848,0.156882,-1.000000,-1.000000,-1.000000,
0.223974,6.679843,0.045032,2.602321,0.155488,0.159529,0.484488,0.649600,0.158948,0.479997,0.455584,0.161529,2.566228,0.139360,0.157048,0.482142,0.438720,0.156848,2.589735,0.407520,0.156168,-1.000000,-1.000000,-1.000000,
0.223465,6.669279,0.045333,2.594203,0.155264,0.159604,0.485030,0.651040,0.158927,0.481025,0.455744,0.157857,2.585231,0.138144,0.157802,0.483937,0.439712,0.158095,2.577880,0.410592,0.156580,-1.000000,-1.000000,-1.000000,
0.225565,6.673348,0.044648,2.570998,0.150880,0.159032,0.485815,0.647264,0.157927,0.481687,0.456320,0.156557,2.562486,0.138880,0.170895,0.482789,0.439744,0.156205,2.612503,0.410464,0.162482,-1.000000,-1.000000,-1.000000,
0.223500,6.671813,0.044735,2.567980,0.150688,0.157675,0.484078,0.648448,0.157589,0.481223,0.455680,0.156637,2.560325,0.139264,0.167635,0.483779,0.438272,0.158085,2.565774,0.406784,0.167530,-1.000000,-1.000000,-1.000000,
0.223366,6.671001,0.044785,2.544344,0.150528,0.158528,0.484171,0.649472,0.160084,0.481377,0.457376,0.161731,2.569435,0.138752,0.157414,0.495865,0.438272,0.157160,2.571386,0.407936,0.157434,-1.000000,-1.000000,-1.000000,
0.227583,6.668904,0.044540,2.569839,0.150496,0.159008,0.484658,0.650144,0.157706,0.481037,0.454880,0.166741,2.544786,0.138400,0.171941,0.483974,0.438784,0.157878,2.584415,0.406080,0.157042,-1.000000,-1.000000,-1.000000,
0.224576,6.673075,0.044661,2.580358,0.150624,0.165406,0.503625,0.649440,0.158240,0.480747,0.456576,0.154986,2.582638,0.141952,0.158023,0.487810,0.439616,0.156120,2.567621,0.410688,0.159068,-1.000000,-1.000000,-1.000000,
0.222080,6.705810,0.044987,2.554815,0.154304,0.169684,0.484440,0.648576,0.157810,0.487383,0.460320,0.163834,2.568318,0.139040,0.156433,0.499321,0.438592,0.156281,2.574083,0.406464,0.156008,-1.000000,-1.000000,-1.000000,
0.224221,6.679214,0.044383,2.557460,0.151040,0.159500,0.484096,0.646976,0.166362,0.488716,0.455968,0.155541,2.572917,0.138976,0.158835,0.483678,0.438624,0.156147,2.579404,0.406784,0.156639,-1.000000,-1.000000,-1.000000,
0.223319,6.674858,0.044646,2.541871,0.150976,0.158440,0.484628,0.648640,0.160701,0.482412,0.456096,0.157584,2.559667,0.138432,0.156750,0.482817,0.438336,0.157233,2.558255,0.407520,0.157378,-1.000000,-1.000000,-1.000000,
0.225334,6.674996,0.044445,2.678037,0.150976,0.161570,0.484451,0.649120,0.157118,0.482687,0.456256,0.172431,2.561612,0.138592,0.158692,0.492387,0.438560,0.156250,2.572556,0.410528,0.156107,-1.000000,-1.000000,-1.000000,
0.222895,6.669710,0.044502,2.548629,0.150528,0.159111,0.490803,0.646080,0.159809,0.481254,0.456224,0.159290,2.568501,0.137984,0.156861,0.485013,0.438336,0.158076,2.611696,0.406144,0.156807,-1.000000,-1.000000,-1.000000,
