32MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Loading,MMA CUDA Shared Half Computing,MMA CUDA Shared Half Outputing,MMA CUDA Shared 16 Tile Loading,MMA CUDA Shared 16 Tile Computing,MMA CUDA Shared 16 Tile Outputing,MMA CUDA Shared Halfs 32 Tile Loading,MMA CUDA Shared Halfs 32 Tile Computing,MMA CUDA Shared Halfs 32 Tile Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing,
0.011928,0.110930,0.003845,0.161611,0.024576,0.014613,0.039431,0.023968,0.015756,0.040437,0.016416,0.015852,0.156726,0.013376,0.015252,0.045173,0.012288,0.014974,0.151513,0.016384,0.015662,-1.000000,-1.000000,-1.000000,
0.011919,0.110540,0.003815,0.160411,0.024672,0.014500,0.039835,0.024160,0.015893,0.039104,0.017408,0.015382,0.154733,0.012448,0.015178,0.040454,0.012288,0.014808,0.151155,0.017888,0.015174,-1.000000,-1.000000,-1.000000,
0.011922,0.111072,0.003890,0.159564,0.024576,0.014868,0.039098,0.024192,0.015439,0.039438,0.016672,0.015105,0.156285,0.012352,0.015493,0.039435,0.013440,0.015073,0.151657,0.016608,0.015586,-1.000000,-1.000000,-1.000000,
0.011946,0.110667,0.003832,0.159786,0.024672,0.015017,0.039780,0.023904,0.016491,0.040238,0.016416,0.015403,0.153299,0.012512,0.015165,0.041226,0.012288,0.015821,0.150470,0.017728,0.015962,-1.000000,-1.000000,-1.000000,
0.011966,0.110686,0.003826,0.160682,0.024608,0.015118,0.039012,0.024000,0.015537,0.039410,0.016384,0.015835,0.153481,0.013344,0.014834,0.041750,0.012320,0.014869,0.149534,0.016672,0.015583,-1.000000,-1.000000,-1.000000,
0.011887,0.110118,0.003821,0.160036,0.024672,0.014615,0.039345,0.023040,0.015182,0.039242,0.016672,0.014760,0.154024,0.012288,0.014649,0.039844,0.012288,0.016027,0.151382,0.016384,0.015976,-1.000000,-1.000000,-1.000000,
0.011939,0.109769,0.003923,0.159591,0.024576,0.015128,0.040128,0.022880,0.015442,0.039136,0.016384,0.014993,0.152464,0.012288,0.015392,0.040382,0.012288,0.015557,0.149748,0.017728,0.016637,-1.000000,-1.000000,-1.000000,
0.011939,0.109786,0.003880,0.160584,0.024448,0.014986,0.040435,0.023744,0.015765,0.039548,0.016640,0.014778,0.151978,0.012288,0.015107,0.039117,0.013600,0.015473,0.150686,0.016896,0.015695,-1.000000,-1.000000,-1.000000,
0.011888,0.109792,0.003880,0.158781,0.024672,0.015122,0.039757,0.023936,0.015934,0.039516,0.016640,0.014950,0.154030,0.013504,0.014964,0.039565,0.012480,0.014841,0.151309,0.016896,0.015705,-1.000000,-1.000000,-1.000000,
0.011924,0.111100,0.003865,0.158866,0.024608,0.014499,0.039684,0.023424,0.015733,0.039770,0.016544,0.014959,0.152565,0.012640,0.015103,0.038824,0.012288,0.015637,0.149914,0.016384,0.015807,-1.000000,-1.000000,-1.000000,
0.011940,0.109618,0.003870,0.157527,0.024576,0.014890,0.040454,0.023776,0.016027,0.040611,0.016640,0.016394,0.151655,0.012288,0.014737,0.039183,0.012288,0.015623,0.152236,0.016896,0.016382,-1.000000,-1.000000,-1.000000,
0.011912,0.110477,0.003843,0.158855,0.024672,0.015028,0.039957,0.024576,0.016397,0.039212,0.016384,0.015248,0.154484,0.012288,0.015126,0.039421,0.012512,0.015479,0.149322,0.016384,0.015692,-1.000000,-1.000000,-1.000000,
0.011912,0.110785,0.003870,0.158704,0.024672,0.015478,0.039072,0.024576,0.016075,0.039147,0.016480,0.015664,0.152047,0.012288,0.014832,0.040268,0.013312,0.015391,0.151341,0.017504,0.016345,-1.000000,-1.000000,-1.000000,
0.011857,0.110062,0.003876,0.158067,0.024576,0.014487,0.039682,0.023264,0.015496,0.039330,0.016384,0.015008,0.152009,0.012288,0.015207,0.039759,0.012352,0.015407,0.150128,0.016384,0.015376,-1.000000,-1.000000,-1.000000,
0.013514,0.110438,0.003860,0.157969,0.024640,0.014532,0.038806,0.023776,0.016435,0.039808,0.018144,0.015761,0.151326,0.012512,0.015409,0.039924,0.012288,0.015530,0.149157,0.016576,0.015620,-1.000000,-1.000000,-1.000000,
0.011988,0.110582,0.003918,0.160522,0.024576,0.015040,0.038859,0.022880,0.015234,0.039546,0.016384,0.015387,0.152613,0.012288,0.015510,0.040437,0.012288,0.014853,0.152468,0.016672,0.015329,-1.000000,-1.000000,-1.000000,
0.011988,0.110293,0.003834,0.158165,0.024576,0.014816,0.039722,0.024576,0.016653,0.040461,0.016384,0.015124,0.153086,0.012544,0.015271,0.039469,0.012288,0.015591,0.150621,0.017536,0.015909,-1.000000,-1.000000,-1.000000,
0.011895,0.110720,0.003891,0.156859,0.025632,0.015088,0.038874,0.023136,0.015286,0.039438,0.016416,0.014746,0.153583,0.012864,0.015217,0.039881,0.012288,0.014836,0.150853,0.017440,0.015988,-1.000000,-1.000000,-1.000000,
0.011966,0.110060,0.003838,0.156826,0.024672,0.014839,0.039240,0.024256,0.015411,0.039690,0.016416,0.015159,0.153487,0.012512,0.027539,0.040368,0.013312,0.015048,0.151603,0.016896,0.015761,-1.000000,-1.000000,-1.000000,
0.011956,0.110198,0.003833,0.164490,0.024576,0.015159,0.039584,0.024096,0.015282,0.045299,0.016416,0.015403,0.155367,0.012288,0.014998,0.039380,0.013408,0.014655,0.149732,0.016384,0.016012,-1.000000,-1.000000,-1.000000,
0.011948,0.109865,0.003851,0.162191,0.025664,0.015049,0.039656,0.023776,0.015594,0.040066,0.016672,0.015119,0.151877,0.012288,0.015994,0.039586,0.012320,0.015388,0.150153,0.016864,0.016727,-1.000000,-1.000000,-1.000000,
0.011956,0.110796,0.003869,0.162024,0.024576,0.014491,0.039783,0.023776,0.015435,0.040097,0.016640,0.015293,0.150860,0.012288,0.015160,0.040049,0.012544,0.014828,0.153325,0.016384,0.015893,-1.000000,-1.000000,-1.000000,
0.011923,0.109504,0.003888,0.161304,0.024576,0.015617,0.039626,0.023104,0.016098,0.041913,0.016384,0.015826,0.150198,0.012288,0.014726,0.039472,0.012320,0.014903,0.151977,0.016896,0.016141,-1.000000,-1.000000,-1.000000,
0.011915,0.110408,0.003778,0.160090,0.025600,0.015508,0.039187,0.024000,0.015211,0.039221,0.016672,0.014820,0.150570,0.012288,0.015672,0.040375,0.012288,0.014713,0.153377,0.016736,0.016621,-1.000000,-1.000000,-1.000000,
0.011991,0.110201,0.003855,0.159927,0.024576,0.014614,0.039602,0.023456,0.016279,0.038622,0.016384,0.015086,0.150495,0.012512,0.015770,0.039019,0.012320,0.015061,0.151554,0.017760,0.016253,-1.000000,-1.000000,-1.000000,
0.011915,0.110201,0.003838,0.159053,0.025728,0.015174,0.039350,0.023104,0.015289,0.039902,0.016640,0.014845,0.151516,0.012704,0.015209,0.039235,0.012576,0.015521,0.151898,0.016384,0.015767,-1.000000,-1.000000,-1.000000,
0.011892,0.110335,0.003857,0.160253,0.026080,0.015177,0.045140,0.024384,0.015546,0.039481,0.016608,0.014948,0.149573,0.012384,0.015508,0.039948,0.012320,0.015449,0.149983,0.016896,0.015694,-1.000000,-1.000000,-1.000000,
0.011890,0.110102,0.003929,0.160191,0.024672,0.014880,0.039951,0.023424,0.015857,0.039806,0.016384,0.014760,0.150093,0.012288,0.014651,0.039547,0.012288,0.015338,0.150704,0.016864,0.015913,-1.000000,-1.000000,-1.000000,
0.011879,0.110415,0.003859,0.160570,0.024576,0.014814,0.040382,0.023776,0.015530,0.038843,0.016864,0.015699,0.151687,0.012288,0.014732,0.039843,0.012352,0.015202,0.151934,0.016384,0.016197,-1.000000,-1.000000,-1.000000,
0.011906,0.110505,0.003870,0.158915,0.024576,0.015028,0.041820,0.024288,0.015830,0.039312,0.016416,0.014746,0.151385,0.013504,0.014589,0.039359,0.012288,0.015537,0.159534,0.017472,0.015880,-1.000000,-1.000000,-1.000000,
0.011911,0.110371,0.003840,0.160690,0.024576,0.015046,0.039200,0.024288,0.016262,0.040589,0.016640,0.015045,0.150447,0.012288,0.015368,0.040126,0.012320,0.015546,0.158933,0.016384,0.015808,-1.000000,-1.000000,-1.000000,
0.011959,0.111055,0.003864,0.159878,0.024640,0.014948,0.039154,0.024256,0.015916,0.040533,0.017504,0.015003,0.151494,0.012288,0.014635,0.045513,0.012288,0.015320,0.161290,0.017440,0.015839,-1.000000,-1.000000,-1.000000,
0.011864,0.110458,0.003908,0.159344,0.024576,0.014514,0.039966,0.024576,0.015677,0.039394,0.016384,0.015774,0.150368,0.012288,0.015626,0.040454,0.012544,0.015286,0.154832,0.016896,0.015758,-1.000000,-1.000000,-1.000000,
0.011934,0.110784,0.003878,0.158743,0.024576,0.015291,0.039896,0.024576,0.015922,0.040604,0.016384,0.015311,0.150097,0.012352,0.015124,0.039375,0.012864,0.015464,0.154319,0.016384,0.015403,-1.000000,-1.000000,-1.000000,
0.011947,0.110196,0.003861,0.160171,0.024576,0.015558,0.039807,0.023296,0.016556,0.039659,0.016672,0.015095,0.152431,0.012288,0.015375,0.041113,0.012288,0.014985,0.153441,0.016448,0.016309,-1.000000,-1.000000,-1.000000,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Loading,MMA CUDA Shared Half Computing,MMA CUDA Shared Half Outputing,MMA CUDA Shared 16 Tile Loading,MMA CUDA Shared 16 Tile Computing,MMA CUDA Shared 16 Tile Outputing,MMA CUDA Shared Halfs 32 Tile Loading,MMA CUDA Shared Halfs 32 Tile Computing,MMA CUDA Shared Halfs 32 Tile Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing,
0.278572,0.646188,0.016086,1.325068,0.051488,0.045598,0.682526,0.051232,0.051525,0.643527,0.043104,0.048364,1.360476,0.039168,0.046066,0.639561,0.038912,0.047921,1.393436,0.045056,0.054500,-1.000000,-1.000000,-1.000000,
0.059152,0.537858,0.015355,1.007074,0.038432,0.037896,0.291968,0.037280,0.048401,0.290513,0.030816,0.040972,0.973845,0.025472,0.038635,0.288178,0.025472,0.041218,1.002222,0.030848,0.055428,-1.000000,-1.000000,-1.000000,
0.057694,0.540213,0.015354,0.943693,0.036864,0.038339,0.265147,0.036768,0.047546,0.264602,0.028992,0.040271,0.961634,0.024608,0.038891,0.265772,0.024896,0.040038,0.963709,0.030272,0.045532,-1.000000,-1.000000,-1.000000,
0.057627,0.538381,0.015654,0.388896,0.024576,0.015690,0.261832,0.034816,0.047608,0.258558,0.028640,0.038840,0.925423,0.024160,0.038157,0.259039,0.023040,0.038561,0.925282,0.027648,0.045504,-1.000000,-1.000000,-1.000000,
0.057790,0.798523,0.015621,0.210650,0.024896,0.015385,0.259160,0.035104,0.043481,0.264123,0.027232,0.039602,0.576077,0.012512,0.016373,0.289831,0.023808,0.038694,0.860204,0.016384,0.016879,-1.000000,-1.000000,-1.000000,
0.058147,0.536744,0.015440,0.209356,0.024576,0.015755,0.256598,0.034816,0.042436,0.256197,0.028320,0.038628,0.208933,0.012576,0.016236,0.256516,0.024448,0.038308,0.208337,0.016928,0.017192,-1.000000,-1.000000,-1.000000,
0.057974,0.229641,0.003890,0.210025,0.024896,0.015566,0.258838,0.034944,0.041880,0.257551,0.028672,0.038081,0.204126,0.013408,0.015759,0.294014,0.024544,0.037872,0.210214,0.016768,0.016994,-1.000000,-1.000000,-1.000000,
0.013745,0.138388,0.003896,0.209243,0.024928,0.015595,0.277285,0.035296,0.041867,0.260813,0.027840,0.037645,0.204478,0.012544,0.015812,0.271381,0.022784,0.038137,0.205079,0.016896,0.016600,-1.000000,-1.000000,-1.000000,
0.013712,0.138594,0.003838,0.210352,0.024576,0.015513,0.262012,0.035040,0.040622,0.257731,0.027936,0.037575,0.204121,0.012512,0.016380,0.256042,0.024320,0.038184,0.204001,0.016384,0.016328,-1.000000,-1.000000,-1.000000,
0.013688,0.138382,0.003852,0.209646,0.024576,0.016113,0.257844,0.034944,0.041415,0.288714,0.026624,0.037601,0.205960,0.012288,0.016265,0.257924,0.023808,0.036434,0.206671,0.017024,0.017055,-1.000000,-1.000000,-1.000000,
0.013762,0.138381,0.003832,0.209117,0.025728,0.016072,0.086205,0.024576,0.016213,0.129379,0.016800,0.015710,0.212617,0.012512,0.016169,0.254630,0.023168,0.036733,0.203050,0.017728,0.016572,-1.000000,-1.000000,-1.000000,
0.013683,0.138252,0.003884,0.209009,0.024576,0.015932,0.085649,0.024032,0.016882,0.085158,0.016928,0.015991,0.200008,0.012960,0.015768,0.103348,0.012544,0.017142,0.203148,0.017120,0.017221,-1.000000,-1.000000,-1.000000,
0.013672,0.124635,0.003203,0.206719,0.025024,0.015515,0.089608,0.024064,0.016441,0.087686,0.016864,0.016336,0.201617,0.012288,0.016214,0.085571,0.012544,0.016511,0.205970,0.017056,0.016289,-1.000000,-1.000000,-1.000000,
0.012161,0.109953,0.003182,0.209769,0.024896,0.016155,0.085159,0.024576,0.016258,0.094289,0.016768,0.016382,0.198065,0.012288,0.029297,0.085034,0.012544,0.015949,0.202333,0.016896,0.017357,-1.000000,-1.000000,-1.000000,
0.012153,0.110075,0.003205,0.207503,0.025792,0.015667,0.086478,0.024320,0.016668,0.089104,0.017440,0.016645,0.201731,0.012544,0.016327,0.085462,0.012576,0.016274,0.201829,0.018080,0.016818,-1.000000,-1.000000,-1.000000,
0.012149,0.110153,0.003186,0.206522,0.024576,0.016286,0.087319,0.022976,0.016284,0.086283,0.017600,0.016464,0.203914,0.012288,0.016104,0.091997,0.013536,0.016415,0.210481,0.018112,0.016585,-1.000000,-1.000000,-1.000000,
0.012153,0.110518,0.003174,0.206095,0.025216,0.015446,0.085446,0.023296,0.016139,0.085290,0.016768,0.016493,0.204063,0.012512,0.016313,0.086079,0.012320,0.017199,0.201343,0.017696,0.016859,-1.000000,-1.000000,-1.000000,
0.012152,0.109957,0.003231,0.211552,0.024928,0.016281,0.085547,0.024160,0.017100,0.085937,0.016736,0.016379,0.202080,0.012288,0.016246,0.086085,0.012832,0.015862,0.201826,0.016416,0.017453,-1.000000,-1.000000,-1.000000,
0.012132,0.110081,0.003243,0.211367,0.024896,0.016087,0.085183,0.024032,0.016561,0.085205,0.016416,0.016951,0.201553,0.012288,0.016172,0.086420,0.012384,0.016010,0.200405,0.017984,0.016897,-1.000000,-1.000000,-1.000000,
0.012094,0.110289,0.003208,0.210241,0.025792,0.015513,0.085075,0.024608,0.016339,0.086956,0.017664,0.016800,0.202215,0.012320,0.016076,0.086410,0.013312,0.017126,0.203777,0.017472,0.017055,-1.000000,-1.000000,-1.000000,
0.012142,0.122797,0.003222,0.209192,0.025088,0.016112,0.086909,0.024032,0.016104,0.085442,0.017216,0.016417,0.201948,0.012288,0.016031,0.086634,0.013440,0.016028,0.215592,0.017088,0.016948,-1.000000,-1.000000,-1.000000,
0.012312,0.110403,0.003165,0.209457,0.025088,0.015756,0.085307,0.024480,0.016912,0.085015,0.017632,0.016227,0.207862,0.013728,0.015827,0.099521,0.012288,0.017206,0.201213,0.017632,0.016433,-1.000000,-1.000000,-1.000000,
0.012176,0.110084,0.003238,0.208094,0.024832,0.015520,0.085215,0.024032,0.017052,0.084150,0.018208,0.015948,0.200812,0.012512,0.016359,0.085695,0.013024,0.015940,0.204101,0.017120,0.016934,-1.000000,-1.000000,-1.000000,
0.012224,0.109824,0.003188,0.212837,0.024576,0.015583,0.086132,0.023872,0.016427,0.085067,0.017216,0.016233,0.196435,0.012512,0.016363,0.084540,0.012288,0.015857,0.200598,0.016512,0.017283,-1.000000,-1.000000,-1.000000,
0.012118,0.111875,0.003173,0.208034,0.024576,0.016275,0.086347,0.024576,0.016162,0.085080,0.017728,0.016552,0.196087,0.012512,0.016344,0.084880,0.012544,0.015818,0.199908,0.016448,0.016433,-1.000000,-1.000000,-1.000000,
0.012259,0.110160,0.003203,0.207216,0.024576,0.016117,0.086743,0.024224,0.017016,0.083672,0.017888,0.016005,0.217919,0.012512,0.016512,0.085199,0.012320,0.016473,0.204601,0.017248,0.016706,-1.000000,-1.000000,-1.000000,
0.012197,0.110504,0.003125,0.207099,0.024800,0.016133,0.086790,0.023520,0.016704,0.083822,0.016384,0.016623,0.199807,0.012512,0.016275,0.084673,0.012544,0.015818,0.202235,0.018080,0.017052,-1.000000,-1.000000,-1.000000,
0.012205,0.110311,0.003136,0.207361,0.024576,0.015573,0.086332,0.023072,0.016176,0.084995,0.017664,0.016781,0.201506,0.012544,0.016427,0.084444,0.012544,0.016237,0.201144,0.016672,0.016494,-1.000000,-1.000000,-1.000000,
0.012159,0.109370,0.003153,0.205880,0.024576,0.015557,0.088605,0.024032,0.016621,0.086898,0.016384,0.016438,0.218113,0.012288,0.016228,0.084906,0.012352,0.016478,0.200294,0.017120,0.016841,-1.000000,-1.000000,-1.000000,
0.012152,0.109730,0.003192,0.206469,0.025728,0.016337,0.084742,0.023520,0.016700,0.084570,0.017088,0.016591,0.195745,0.012288,0.016467,0.084737,0.013312,0.016754,0.200533,0.017152,0.017181,-1.000000,-1.000000,-1.000000,
0.012150,0.109504,0.003163,0.206926,0.024704,0.015423,0.085154,0.024256,0.016715,0.086602,0.016928,0.015943,0.213569,0.012768,0.015707,0.087049,0.012288,0.016456,0.201228,0.016416,0.016840,-1.000000,-1.000000,-1.000000,
0.012177,0.110054,0.003185,0.212655,0.024576,0.015453,0.089351,0.023104,0.016935,0.084962,0.016384,0.016852,0.201508,0.012512,0.016457,0.084886,0.012544,0.016282,0.199860,0.016960,0.017209,-1.000000,-1.000000,-1.000000,
0.012186,0.109920,0.003153,0.210820,0.024896,0.016198,0.085994,0.023104,0.016735,0.085038,0.016960,0.016737,0.205319,0.012512,0.015691,0.089485,0.012576,0.016394,0.203746,0.017792,0.017193,-1.000000,-1.000000,-1.000000,
0.012156,0.110316,0.003154,0.210743,0.024928,0.016001,0.086994,0.023808,0.016987,0.085431,0.016384,0.016722,0.200338,0.012288,0.016026,0.085926,0.013376,0.016312,0.201089,0.016416,0.017156,-1.000000,-1.000000,-1.000000,
0.012133,0.109598,0.003167,0.211062,0.024576,0.015988,0.089093,0.024608,0.016891,0.084407,0.016896,0.015918,0.199491,0.012288,0.016217,0.085888,0.013312,0.015823,0.211524,0.016384,0.016868,-1.000000,-1.000000,-1.000000,
0.012145,0.109696,0.003159,0.206955,0.024576,0.015647,0.084920,0.024032,0.016480,0.085677,0.017472,0.016366,0.213587,0.012672,0.015906,0.086702,0.012576,0.015918,0.214413,0.016576,0.017389,-1.000000,-1.000000,-1.000000,
0.012122,0.109851,0.003197,0.213312,0.024704,0.016140,0.085630,0.023968,0.016120,0.085427,0.017440,0.016529,0.196162,0.012512,0.015618,0.085111,0.012512,0.016553,0.195922,0.016384,0.016920,-1.000000,-1.000000,-1.000000,
0.012127,0.109566,0.003159,0.207459,0.024576,0.016237,0.085155,0.023552,0.017494,0.086414,0.016384,0.016852,0.195084,0.012288,0.015859,0.085305,0.012320,0.015967,0.196811,0.016544,0.016978,-1.000000,-1.000000,-1.000000,
0.012143,0.110343,0.003139,0.208317,0.024576,0.015527,0.086676,0.024480,0.017413,0.085879,0.016384,0.016362,0.212870,0.012288,0.016339,0.084773,0.012288,0.016367,0.201352,0.016384,0.016964,-1.000000,-1.000000,-1.000000,
0.012189,0.109931,0.003179,0.208059,0.024576,0.016188,0.085145,0.023552,0.016110,0.085523,0.017504,0.016962,0.470877,0.012480,0.017557,0.085647,0.012288,0.016440,0.213228,0.016448,0.017194,-1.000000,-1.000000,-1.000000,
0.012164,0.109790,0.003180,0.208881,0.024576,0.016272,0.085752,0.023808,0.016018,0.091015,0.017152,0.015726,0.223067,0.012544,0.016783,0.084933,0.012576,0.016373,0.200341,0.017568,0.016278,-1.000000,-1.000000,-1.000000,
0.012191,0.110241,0.003173,0.208831,0.024704,0.015546,0.085306,0.024352,0.016761,0.085614,0.016896,0.016589,0.226922,0.012448,0.015866,0.084559,0.012288,0.016601,0.200027,0.017120,0.017485,-1.000000,-1.000000,-1.000000,
0.012184,0.110135,0.003125,0.209220,0.025600,0.016072,0.086150,0.024256,0.016814,0.084891,0.017472,0.016631,0.208051,0.013472,0.016280,0.084984,0.012544,0.015908,0.204076,0.018048,0.017101,-1.000000,-1.000000,-1.000000,
0.012125,0.110250,0.003207,0.208842,0.024896,0.016240,0.085681,0.024032,0.016409,0.087963,0.016640,0.016151,0.211204,0.012288,0.015842,0.085160,0.013568,0.016350,0.200419,0.017792,0.017164,-1.000000,-1.000000,-1.000000,
0.012232,0.110349,0.003164,0.207693,0.024768,0.018254,0.085421,0.024032,0.016027,0.085471,0.016928,0.015891,0.202751,0.012544,0.016175,0.084835,0.012384,0.015676,0.199401,0.016384,0.017075,-1.000000,-1.000000,-1.000000,
0.012150,0.110071,0.003180,0.206779,0.024832,0.016358,0.085939,0.024544,0.016819,0.084854,0.016384,0.016679,0.205060,0.012288,0.016540,0.090320,0.012768,0.016050,0.203238,0.018304,0.016518,-1.000000,-1.000000,-1.000000,
0.012186,0.110588,0.003128,0.208394,0.024896,0.015436,0.085669,0.024576,0.016642,0.086749,0.017568,0.016362,0.200415,0.012512,0.015991,0.085465,0.013536,0.015819,0.199233,0.016672,0.016916,-1.000000,-1.000000,-1.000000,
0.012163,0.109677,0.003160,0.206558,0.024832,0.015555,0.091480,0.024416,0.016139,0.084972,0.017472,0.016156,0.199657,0.012288,0.015757,0.085534,0.012416,0.016419,0.199785,0.018304,0.019686,-1.000000,-1.000000,-1.000000,
0.012107,0.110274,0.003192,0.206290,0.024576,0.016089,0.086972,0.024032,0.015960,0.084603,0.016896,0.015933,0.218758,0.012544,0.015665,0.084910,0.013536,0.016400,0.205583,0.017504,0.017028,-1.000000,-1.000000,-1.000000,
0.012165,0.109779,0.003188,0.204945,0.024576,0.019231,0.085607,0.024576,0.017020,0.085172,0.017760,0.016947,0.201942,0.012448,0.016333,0.085893,0.013408,0.016582,0.212145,0.017600,0.017103,-1.000000,-1.000000,-1.000000,
0.012117,0.110096,0.003154,0.206214,0.026336,0.018705,0.087650,0.024576,0.016699,0.086256,0.016864,0.016414,0.201582,0.012416,0.016376,0.090690,0.012544,0.016307,0.196768,0.017504,0.016556,-1.000000,-1.000000,-1.000000,
0.012155,0.110132,0.003193,0.210147,0.025056,0.017443,0.085612,0.024128,0.016860,0.085365,0.016896,0.016774,0.204077,0.012288,0.015806,0.084600,0.012288,0.016588,0.206051,0.017472,0.016458,-1.000000,-1.000000,-1.000000,
0.012106,0.110099,0.003185,0.207368,0.024608,0.015650,0.084556,0.024576,0.016057,0.086288,0.016384,0.016639,0.201541,0.012384,0.016275,0.085387,0.014144,0.015877,0.220658,0.018080,0.016652,-1.000000,-1.000000,-1.000000,
0.012137,0.110083,0.003185,0.207943,0.024928,0.016425,0.085817,0.023840,0.016559,0.085436,0.016928,0.016314,0.201013,0.012544,0.016577,0.087639,0.012288,0.017207,0.206278,0.016928,0.016794,-1.000000,-1.000000,-1.000000,
0.012179,0.109837,0.003146,0.209986,0.024576,0.015441,0.085091,0.024288,0.016726,0.086717,0.017440,0.015693,0.201688,0.012288,0.016178,0.085552,0.012288,0.016199,0.206325,0.017888,0.017206,-1.000000,-1.000000,-1.000000,
0.012141,0.110113,0.003141,0.213906,0.024608,0.015614,0.085592,0.023808,0.016247,0.086275,0.016928,0.016807,0.218541,0.012288,0.016245,0.084970,0.012960,0.015902,0.207376,0.016736,0.016890,-1.000000,-1.000000,-1.000000,
0.012165,0.111300,0.003161,0.212466,0.024864,0.015750,0.085262,0.024384,0.016716,0.085042,0.016384,0.015975,0.198194,0.012288,0.015686,0.084748,0.013376,0.015827,0.206047,0.017600,0.017105,-1.000000,-1.000000,-1.000000,
0.012273,0.110673,0.003142,0.214269,0.025696,0.015786,0.085454,0.024032,0.016360,0.084814,0.016896,0.016649,0.207087,0.012288,0.016169,0.084469,0.013408,0.015933,0.204051,0.017568,0.017044,-1.000000,-1.000000,-1.000000,
0.012146,0.110334,0.003135,0.210792,0.025152,0.015697,0.087293,0.024352,0.016310,0.084795,0.017888,0.016646,0.205368,0.012288,0.016130,0.084969,0.012544,0.015901,0.205159,0.017600,0.016973,-1.000000,-1.000000,-1.000000,
0.012154,0.109848,0.003168,0.209713,0.024896,0.016195,0.086292,0.024576,0.016249,0.086678,0.017568,0.016057,0.200470,0.012544,0.016455,0.084483,0.013856,0.016643,0.203330,0.016832,0.016566,-1.000000,-1.000000,-1.000000,
0.012181,0.109607,0.003137,0.208362,0.025472,0.015724,0.085913,0.024576,0.016686,0.084762,0.016640,0.016385,0.202704,0.012544,0.016301,0.085568,0.012320,0.016381,0.201756,0.017824,0.016317,-1.000000,-1.000000,-1.000000,
0.012182,0.110077,0.003184,0.208630,0.024576,0.015829,0.085186,0.023872,0.016995,0.092238,0.016384,0.016694,0.204240,0.012288,0.015806,0.086019,0.013408,0.016474,0.205166,0.017952,0.020570,-1.000000,-1.000000,-1.000000,
0.012142,0.110781,0.003153,0.210971,0.025792,0.015558,0.085897,0.023840,0.016692,0.084304,0.016896,0.015941,0.210211,0.012512,0.016176,0.085880,0.012320,0.016976,0.201379,0.016672,0.016761,-1.000000,-1.000000,-1.000000,
0.012128,0.110563,0.003195,0.209346,0.024576,0.016584,0.085907,0.024032,0.016168,0.085220,0.016928,0.016387,0.195625,0.012512,0.016515,0.086012,0.012896,0.015872,0.200057,0.017824,0.017374,-1.000000,-1.000000,-1.000000,
0.012151,0.109796,0.003152,0.208213,0.024576,0.015457,0.085930,0.023392,0.016536,0.084338,0.016512,0.016367,0.203436,0.012288,0.016187,0.085094,0.013344,0.015750,0.200846,0.017024,0.016906,-1.000000,-1.000000,-1.000000,
0.012101,0.110223,0.003152,0.210029,0.024608,0.015501,0.086314,0.024000,0.016898,0.084154,0.017696,0.016277,0.205352,0.012512,0.016091,0.086143,0.013376,0.015832,0.203375,0.016544,0.016543,-1.000000,-1.000000,-1.000000,
0.012076,0.109733,0.003197,0.207715,0.024896,0.016102,0.085731,0.023392,0.016603,0.085843,0.016896,0.016307,0.220670,0.012288,0.016288,0.085712,0.012544,0.016288,0.200320,0.016768,0.017009,-1.000000,-1.000000,-1.000000,
0.012149,0.110421,0.003197,0.208144,0.025600,0.015690,0.086152,0.024576,0.016987,0.084335,0.016864,0.016547,0.206576,0.012512,0.015903,0.084149,0.012544,0.015942,0.201540,0.018048,0.017219,-1.000000,-1.000000,-1.000000,
0.012204,0.110304,0.003172,0.207906,0.024576,0.016122,0.085370,0.024032,0.016062,0.084692,0.016480,0.019362,0.206415,0.012512,0.016289,0.085941,0.013504,0.016530,0.204732,0.017120,0.017105,-1.000000,-1.000000,-1.000000,
0.012189,0.109914,0.003224,0.207413,0.024576,0.016919,0.085347,0.024352,0.020133,0.086264,0.017696,0.016791,0.215902,0.012544,0.015798,0.089183,0.012576,0.016666,0.213180,0.016704,0.016600,-1.000000,-1.000000,-1.000000,
0.012135,0.110171,0.003158,0.208430,0.024576,0.015617,0.085980,0.024928,0.016608,0.085972,0.016864,0.016500,0.199108,0.012288,0.015998,0.085260,0.013504,0.016424,0.196059,0.017856,0.016968,-1.000000,-1.000000,-1.000000,
