MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing,
0.003996,0.033059,0.000784,0.079137,0.003119,0.025553,0.080499,0.003201,0.016977,0.101414,0.002714,0.017966,0.087033,0.002681,0.017656,
0.004008,0.032797,0.000757,0.077593,0.003093,0.026810,0.203219,0.003332,0.017741,0.100173,0.002610,0.022900,0.086492,0.002668,0.017050,
0.003992,0.032960,0.000704,0.078596,0.003227,0.025761,0.231157,0.004677,0.014069,0.097295,0.002826,0.018014,0.090501,0.002589,0.017864,
0.004014,0.032760,0.000765,0.078209,0.003243,0.025228,0.387157,0.003764,0.019751,0.095877,0.002606,0.017084,0.083744,0.002564,0.017128,
0.004018,0.032697,0.000766,0.086563,0.003269,0.027382,0.101609,0.004689,0.018068,0.095662,0.002588,0.017419,0.089735,0.003953,0.018307,
0.003963,0.032895,0.000760,0.079107,0.003099,0.025490,0.101202,0.004617,0.018580,0.094221,0.002555,0.017429,0.097322,0.003942,0.020025,
0.004015,0.033117,0.000769,0.077784,0.003016,0.026379,0.094012,0.003776,0.018981,0.093486,0.002542,0.018238,0.127009,0.004357,0.018785,
0.004040,0.033114,0.000775,0.078529,0.003061,0.026129,0.074682,0.003108,0.017817,0.094210,0.002550,0.017553,0.129977,0.003435,0.018830,
0.003971,0.032790,0.000766,0.077387,0.003035,0.025854,0.070409,0.003687,0.019950,0.094241,0.002578,0.018065,0.096529,0.002837,0.023715,
0.003960,0.033149,0.000726,0.079838,0.003166,0.027314,0.097764,0.004309,0.019059,0.093372,0.002546,0.016933,0.091065,0.002707,0.017463,
0.003956,0.032700,0.000773,0.078847,0.003161,0.025781,0.098379,0.004632,0.017965,0.092908,0.002567,0.018342,0.119528,0.004268,0.018568,
0.003994,0.032749,0.000781,0.077670,0.003126,0.025103,0.077181,0.003447,0.018595,0.092866,0.002542,0.017727,0.101242,0.003097,0.017022,
0.003986,0.032976,0.000851,0.079452,0.003104,0.025116,0.070562,0.002788,0.017456,0.093805,0.002568,0.017408,0.089672,0.002884,0.017709,
0.004018,0.036584,0.000686,0.078115,0.003162,0.025212,0.069901,0.002738,0.017725,0.093848,0.002531,0.018166,0.088048,0.002750,0.017846,
0.003450,0.026640,0.000656,0.079363,0.003202,0.025710,0.071462,0.002702,0.018051,0.092251,0.002556,0.017437,0.086695,0.002808,0.017803,
0.003434,0.026650,0.000708,0.078026,0.003093,0.025665,0.069510,0.002678,0.018443,0.093037,0.002516,0.017129,0.085618,0.002677,0.017618,
0.003524,0.026666,0.000711,0.080180,0.003105,0.025907,0.069764,0.002711,0.018342,0.093268,0.002534,0.017471,0.084056,0.002756,0.017560,
0.003397,0.026619,0.000683,0.077732,0.003185,0.025383,0.069270,0.002664,0.017915,0.092767,0.002534,0.018286,0.082632,0.002694,0.017026,
0.003460,0.026500,0.000711,0.078410,0.003077,0.025410,0.069870,0.002622,0.018448,0.092512,0.002522,0.017791,0.095845,0.002754,0.017046,
0.003429,0.026608,0.000682,0.077888,0.003114,0.024974,0.070395,0.002595,0.017625,0.092363,0.002545,0.017683,0.082886,0.002702,0.017134,
0.003456,0.026400,0.000741,0.078409,0.003136,0.025237,0.070790,0.002644,0.017623,0.092695,0.002535,0.017900,0.082708,0.002657,0.017635,
0.003441,0.026578,0.000687,0.077961,0.003080,0.026896,0.071076,0.002712,0.019014,0.092350,0.002542,0.016844,0.082796,0.002666,0.017087,
0.003459,0.026335,0.000682,0.077759,0.003120,0.025542,0.069067,0.002633,0.017595,0.092030,0.002581,0.017521,0.081176,0.002649,0.017625,
0.003468,0.026726,0.000635,0.078604,0.003040,0.026130,0.076314,0.002635,0.018171,0.093282,0.002569,0.017766,0.081193,0.002696,0.017232,
0.003460,0.026588,0.000636,0.078148,0.003083,0.025434,0.075839,0.002831,0.017955,0.092092,0.002542,0.017230,0.080114,0.002670,0.018319,
0.003493,0.026623,0.000647,0.079006,0.003091,0.026115,0.069745,0.002623,0.018537,0.091397,0.002579,0.017498,0.079661,0.002656,0.016927,
0.003430,0.026949,0.000704,0.078139,0.003098,0.026491,0.069742,0.002552,0.017787,0.091583,0.002554,0.018560,0.079888,0.002642,0.018832,
0.003467,0.026573,0.000738,0.077790,0.003099,0.025380,0.069768,0.002582,0.018067,0.091826,0.002543,0.017439,0.081487,0.002613,0.017491,
0.003414,0.026742,0.000701,0.077391,0.003132,0.025260,0.069430,0.002481,0.018088,0.102000,0.002602,0.017388,0.079710,0.002632,0.017419,
0.003432,0.026520,0.000659,0.078521,0.003153,0.025416,0.068713,0.002595,0.017730,0.091155,0.002601,0.018345,0.079698,0.002695,0.017843,
0.003472,0.026718,0.000709,0.083111,0.003282,0.025814,0.069009,0.002504,0.017569,0.098182,0.002591,0.018328,0.081405,0.002659,0.018366,
0.003525,0.026554,0.000682,0.079970,0.003355,0.027862,0.068893,0.002502,0.018794,0.091696,0.002633,0.017552,0.079048,0.002685,0.017088,
0.003476,0.026551,0.000633,0.078698,0.003109,0.025532,0.070918,0.002541,0.017583,0.093240,0.002586,0.018998,0.079717,0.002697,0.017589,
0.003454,0.026604,0.000656,0.078083,0.003266,0.025410,0.069487,0.002583,0.018373,0.091697,0.002573,0.016992,0.080502,0.002645,0.018152,
0.003345,0.026629,0.000685,0.078041,0.003027,0.025512,0.069799,0.002556,0.018000,0.092848,0.002565,0.018662,0.079826,0.002709,0.016924,
0.003448,0.026597,0.000635,0.077523,0.003014,0.025205,0.070182,0.002501,0.017834,0.090647,0.002579,0.017642,0.079510,0.002673,0.017544,
0.003420,0.026573,0.000645,0.078343,0.003065,0.025858,0.070268,0.002543,0.017477,0.091225,0.002542,0.016938,0.079772,0.002659,0.017159,
0.003425,0.026709,0.000674,0.077899,0.003073,0.026126,0.068880,0.002570,0.018710,0.091708,0.002577,0.017732,0.093757,0.002695,0.017684,
0.003450,0.031538,0.000623,0.078318,0.003141,0.025758,0.069098,0.002561,0.017608,0.092164,0.002591,0.017406,0.095297,0.002654,0.017673,

MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing,
0.013904,0.106869,0.003883,0.218312,0.004494,0.046487,0.118446,0.003763,0.036760,0.256789,0.003666,0.037115,0.253177,0.003840,0.027971,
0.011868,0.117384,0.003972,0.045628,0.002466,0.044206,0.044179,0.002323,0.033969,0.183035,0.002383,0.035490,0.171794,0.001644,0.035085,
0.012062,0.136811,0.003940,0.043963,0.002308,0.044641,0.044230,0.002080,0.035162,0.180982,0.002168,0.036315,0.192536,0.001842,0.034457,
0.012028,0.136521,0.003969,0.043897,0.002461,0.054097,0.044046,0.002227,0.034874,0.184481,0.002376,0.035873,0.160352,0.001540,0.035065,
0.011975,0.136513,0.004038,0.049600,0.003939,0.044502,0.044378,0.002111,0.035756,0.181650,0.002241,0.035211,0.159161,0.001441,0.035442,
0.012043,0.136972,0.003917,0.046938,0.004736,0.044479,0.044333,0.002158,0.034103,0.180291,0.002251,0.035399,0.157861,0.001380,0.034784,
0.012098,0.209143,0.003942,0.047063,0.004301,0.045561,0.043125,0.002177,0.034863,0.181008,0.002293,0.035433,0.158229,0.001429,0.034462,
0.012045,0.137000,0.003924,0.048030,0.003920,0.044843,0.044698,0.002136,0.035196,0.179490,0.002216,0.036180,0.155960,0.001367,0.033911,
0.012086,0.120387,0.003297,0.047808,0.003887,0.043835,0.047983,0.002141,0.034633,0.178692,0.002232,0.035409,0.155564,0.001409,0.034583,
0.011763,0.106438,0.003283,0.047069,0.002629,0.045291,0.044661,0.002211,0.035432,0.179024,0.002189,0.035248,0.155095,0.001366,0.034888,
0.011879,0.106157,0.003291,0.049701,0.002637,0.045736,0.044736,0.002159,0.035010,0.178143,0.002264,0.035083,0.152900,0.001350,0.034598,
0.011858,0.106222,0.003321,0.050223,0.003000,0.044689,0.046801,0.002192,0.034633,0.177856,0.002190,0.034858,0.151959,0.001363,0.034654,
0.011798,0.106388,0.003261,0.046349,0.002458,0.045474,0.043950,0.002077,0.034427,0.178562,0.002268,0.035114,0.152328,0.001378,0.034667,
0.011799,0.106359,0.003308,0.045639,0.002449,0.045327,0.045817,0.002293,0.035231,0.177749,0.002344,0.035233,0.151595,0.001424,0.034811,
0.011750,0.106117,0.003295,0.045399,0.002335,0.052125,0.044500,0.002172,0.035084,0.177973,0.002244,0.034677,0.153220,0.001381,0.034296,
0.011842,0.106177,0.003342,0.044639,0.002151,0.045028,0.043989,0.002322,0.034644,0.176997,0.002245,0.035858,0.153764,0.001355,0.034328,
0.011835,0.106367,0.003287,0.044834,0.002201,0.044462,0.044343,0.002163,0.034599,0.178053,0.002190,0.034836,0.151526,0.001355,0.034331,
0.015874,0.106192,0.003226,0.044018,0.002178,0.044252,0.045186,0.002109,0.035687,0.179118,0.002702,0.038619,0.151320,0.001400,0.034956,
0.011767,0.106319,0.003222,0.043880,0.002277,0.044700,0.044053,0.002159,0.034541,0.191050,0.003906,0.034691,0.151054,0.001417,0.034816,
0.011778,0.106299,0.003224,0.046387,0.002344,0.043682,0.043565,0.002193,0.033878,1.294654,0.004303,0.038253,0.150605,0.001392,0.035414,
0.011810,0.108432,0.003272,0.044704,0.002260,0.044480,0.044493,0.002125,0.035066,0.170238,0.001746,0.035545,0.150342,0.001409,0.034068,
0.011910,0.105899,0.003271,0.045872,0.003009,0.045023,0.044709,0.002184,0.034128,0.162078,0.001445,0.035721,0.150911,0.001365,0.034991,
0.011837,0.106044,0.003267,0.045884,0.002493,0.044831,0.044683,0.002119,0.034743,0.163543,0.001489,0.035352,0.155502,0.001527,0.034481,
0.011795,0.105527,0.003269,0.045027,0.002546,0.047386,0.044068,0.002107,0.034707,0.168845,0.001533,0.035718,0.150751,0.001369,0.034724,
0.011838,0.105875,0.003248,0.045881,0.002895,0.044924,0.044749,0.002145,0.035008,0.169179,0.001377,0.037333,0.155080,0.001425,0.034946,
0.011859,0.105947,0.003279,0.046308,0.002646,0.045282,0.044445,0.002139,0.035275,0.162706,0.001413,0.035346,0.150504,0.001412,0.035436,
0.011887,0.105825,0.003270,0.047135,0.003410,0.044568,0.044761,0.002084,0.034313,0.161671,0.001346,0.035137,0.151198,0.001349,0.034283,
0.011816,0.106127,0.003247,0.050304,0.003047,0.046024,0.044941,0.002213,0.035273,0.588148,0.001382,0.037452,0.150187,0.001622,0.034417,
0.011821,0.105935,0.003219,0.046740,0.003585,0.044560,0.043797,0.002174,0.034326,0.163593,0.001383,0.035265,0.150409,0.001428,0.043714,
0.011763,0.105781,0.003269,0.045433,0.002450,0.044110,0.044617,0.002123,0.036465,0.339445,0.001364,0.038660,0.155476,0.001406,0.034484,
0.011861,0.101932,0.003201,0.047391,0.002196,0.044310,0.045870,0.002045,0.035169,0.183674,0.004107,0.036407,0.151579,0.001402,0.034369,
0.011863,0.095531,0.003287,0.044903,0.002200,0.044365,0.044792,0.002189,0.035016,0.195189,0.003893,0.036658,0.150904,0.001401,0.034507,
0.011849,0.105839,0.003256,0.047789,0.003524,0.045213,0.044856,0.002129,0.034595,0.203911,0.003076,0.036781,0.149808,0.001363,0.034661,
0.011808,0.093788,0.003240,0.047589,0.003625,0.044785,0.043836,0.002260,0.035352,0.187239,0.002545,0.034468,0.150186,0.001411,0.034571,
0.011756,0.093684,0.003222,0.048827,0.004950,0.046617,0.044258,0.002106,0.034578,0.162618,0.001545,0.034744,0.150189,0.001411,0.034264,
0.011796,0.093547,0.003156,0.048884,0.004238,0.044681,0.043845,0.002117,0.035449,0.163669,0.001435,0.035790,0.152097,0.001374,0.034854,
0.011817,0.093970,0.003255,0.048416,0.004021,0.043764,0.043338,0.002132,0.035217,0.162747,0.001671,0.035067,0.149616,0.001329,0.033861,
0.011792,1.933053,0.003963,0.046758,0.003970,0.046454,0.044680,0.002104,0.034579,0.162605,0.001428,0.036876,0.149140,0.001374,0.035574,
0.013414,0.117185,0.003763,0.046858,0.003024,0.045289,0.044546,0.002110,0.035132,0.162443,0.001388,0.035821,0.149005,0.001357,0.034072,
0.013177,0.119638,0.003913,0.046292,0.003741,0.044798,0.048760,0.002108,0.035158,0.162517,0.001435,0.036176,0.149839,0.001402,0.034611,
0.013224,0.117729,0.003765,0.047739,0.004069,0.044002,0.044559,0.002202,0.033847,0.161455,0.001403,0.036089,0.149801,0.001363,0.034576,
0.013147,0.117408,0.003765,0.047857,0.003977,0.044197,0.044433,0.002230,0.035075,0.161350,0.001499,0.035541,0.149931,0.001347,0.033921,
0.013119,0.125728,0.003796,0.047745,0.003302,0.043522,0.046935,0.002159,0.034503,0.159020,0.001412,0.034915,0.150952,0.001315,0.034082,
0.019054,0.107654,0.003484,0.045630,0.002786,0.043767,0.044411,0.002141,0.035521,0.164281,0.001404,0.035101,0.149852,0.001356,0.034761,
0.012354,0.107675,0.003469,0.044809,0.002251,0.044382,0.044188,0.002129,0.034823,0.163530,0.001685,0.047484,1.030980,0.002048,0.035635,
0.012354,0.162531,0.003242,0.043325,0.002189,0.044655,0.044393,0.002205,0.034947,0.168202,0.001797,0.035127,0.391074,0.001551,0.035441,
0.012300,0.107720,0.003536,0.044793,0.002225,0.043320,0.044532,0.002224,0.037340,0.161265,0.001962,0.038392,0.501513,0.001537,0.036450,
0.012360,0.299009,0.003128,0.044226,0.002198,0.044613,0.044312,0.002283,0.035045,0.160005,0.001759,0.035684,0.511236,0.001455,0.035402,
0.012244,0.347182,0.003226,0.043434,0.002060,0.044375,0.045517,0.002187,0.035199,0.160772,0.002127,0.034282,0.156013,0.001562,0.035751,
0.011831,0.093287,0.003255,0.046163,0.002111,0.044153,0.043460,0.002128,0.035162,0.175627,0.001534,0.035715,0.415646,0.001418,0.035070,

MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing,
0.012858,0.176198,0.003420,0.135170,0.005070,0.045968,0.098395,0.004215,0.035536,0.223102,0.003063,0.035066,0.222789,0.002820,0.034715,
0.012377,0.114588,0.003252,0.104227,0.003448,0.046178,0.099210,0.003283,0.036028,0.230063,0.002655,0.035579,0.215785,0.002718,0.034971,
0.012188,0.114224,0.003236,0.100747,0.003292,0.045754,0.099307,0.003298,0.038336,0.215560,0.002569,0.035137,0.215459,0.002727,0.034538,
0.012080,0.616266,0.003366,0.100855,0.003429,0.045253,0.099547,0.003583,0.036145,0.214679,0.002610,0.034842,0.208516,0.002774,0.034517,
0.012401,0.095357,0.003350,0.100079,0.003385,0.045472,0.093247,0.003649,0.037097,0.219770,0.002545,0.034377,0.207553,0.002737,0.033953,
0.012302,0.095355,0.003368,0.099248,0.003325,0.045897,0.111581,0.003398,0.036072,0.214755,0.002612,0.035322,0.206768,0.002687,0.035224,
0.012238,0.095201,0.003311,0.103011,0.003358,0.045634,0.092339,0.002806,0.034765,0.223033,0.002697,0.034642,0.206669,0.002679,0.034122,
0.012254,0.095232,0.003296,0.100052,0.003358,0.045705,0.089840,0.002649,0.035384,0.212763,0.002547,0.034946,0.215591,0.002697,0.038821,
0.012229,0.095450,0.003295,0.100733,0.003263,0.045950,0.089534,0.002655,0.034810,0.211515,0.002604,0.034482,0.203806,0.002662,0.034940,
0.012208,0.094948,0.003357,0.101905,0.003416,0.045829,0.089113,0.002665,0.035240,0.212833,0.002662,0.034303,0.205742,0.002665,0.035081,
0.012220,0.095296,0.003281,0.100283,0.003394,0.046057,0.089777,0.002812,0.035507,0.212593,0.002603,0.034095,0.201438,0.002681,0.034074,
0.012204,0.095411,0.003298,0.099743,0.003266,0.046148,0.089852,0.002712,0.035343,0.834934,0.002710,0.036197,0.203220,0.002696,0.033856,
0.012257,0.100621,0.003195,0.101213,0.003256,0.045091,0.090049,0.002607,0.035593,0.223522,0.002691,0.034817,0.202431,0.002659,0.035081,
0.012093,0.095011,0.003302,0.099824,0.003319,0.045617,0.089239,0.002715,0.035361,0.210669,0.002593,0.034751,0.202137,0.002665,0.034919,
0.012139,0.095623,0.003362,0.102602,0.003506,0.045441,0.089396,0.002705,0.035300,0.213357,0.002711,0.035628,0.202216,0.002639,0.033620,
0.012134,0.095245,0.003294,0.101047,0.003506,0.045281,0.099064,0.003457,0.036398,0.216609,0.002701,0.034875,0.350579,0.004480,0.028226,
0.012135,0.095559,0.003334,0.100416,0.003455,0.045454,0.100912,0.003390,0.037056,0.222012,0.002562,0.034667,0.220438,0.003250,0.027489,
0.012132,0.095393,0.003312,0.102266,0.003404,0.045455,0.100318,0.003354,0.037349,0.209348,0.002538,0.035098,0.214663,0.003090,0.034218,
0.012168,0.095294,0.003319,0.101142,0.003348,0.045223,0.100635,0.003144,0.046185,0.408549,0.004952,0.037602,0.211513,0.003001,0.034450,
0.012110,0.095234,0.003262,0.101634,0.003303,0.044790,0.100449,0.012471,0.034483,0.326625,0.003721,0.036564,0.208511,0.002955,0.034104,
0.012145,0.095304,0.003290,0.100604,0.003390,0.045737,0.097484,0.002774,0.034812,0.314980,0.003011,0.034309,0.207772,0.002943,0.028092,
0.012067,0.095093,0.003260,0.100304,0.003370,0.045975,0.090887,0.002685,0.036578,0.213949,0.002797,0.035438,0.206817,0.002932,0.034170,
0.012126,0.098183,0.003207,0.104017,0.003306,0.045838,0.089888,0.002682,0.035368,0.230840,0.002812,0.035691,0.206770,0.002865,0.034979,
0.012066,0.092819,0.003187,0.101081,0.003522,0.045481,0.090880,0.002706,0.035885,0.217489,0.002861,0.034887,0.205985,0.002869,0.034421,
0.012076,0.092587,0.003282,0.101250,0.003312,0.045268,0.090707,0.002766,0.035107,0.225049,0.002737,0.034772,0.202828,0.002785,0.034746,
0.012139,0.092298,0.003251,0.103214,0.003413,0.046365,0.092729,0.002755,0.035354,0.207963,0.002729,0.033878,0.204612,0.002858,0.034522,
0.012130,0.092893,0.003211,0.101065,0.003331,0.045176,0.101247,0.002602,0.034780,0.206470,0.002669,0.034776,0.228124,0.003055,0.036363,
0.012071,0.092391,0.003159,0.100544,0.003313,0.045304,0.088119,0.002621,0.035155,0.208503,0.002710,0.034278,0.242494,0.003463,0.035644,
0.012116,0.092946,0.003238,0.100102,0.003103,0.045861,0.097698,0.002712,0.035973,0.209838,0.002787,0.034813,0.250073,0.004426,0.040027,
0.012103,0.092766,0.003211,0.099690,0.003413,0.045707,0.103720,0.002643,0.040838,0.210241,0.002734,0.034766,0.247866,0.003444,0.028266,
0.012077,0.093126,0.003238,0.103124,0.003535,0.045358,0.099173,0.002600,0.034851,0.228272,0.002902,0.034141,0.429829,0.003169,0.027438,
0.012052,0.092560,0.003199,0.101045,0.003348,0.046015,0.095070,0.002662,0.039741,0.211752,0.002661,0.034950,0.209168,0.002813,0.035723,
0.012104,0.093185,0.003294,0.099316,0.003389,0.044666,0.099280,0.002700,0.035114,0.209242,0.002636,0.034667,0.216331,0.002834,0.028325,
0.012118,0.092927,0.003166,0.099028,0.003353,0.044556,0.090806,0.002776,0.035948,0.210314,0.002655,0.033993,0.228303,0.002928,0.035031,
0.012081,0.092905,0.003157,1.010011,0.006615,0.042969,0.092951,0.002634,0.035093,0.211100,0.002609,0.034533,0.222301,0.002658,0.035238,
0.012090,0.095096,0.003226,0.117828,0.004406,0.044568,0.089604,0.002623,0.035294,0.220814,0.002595,0.035138,0.199888,0.002653,0.034249,
0.012222,0.092573,0.003158,0.110141,0.003978,0.044726,0.089176,0.002647,0.038551,0.208738,0.002661,0.033816,0.200648,0.002646,0.033734,
0.012125,0.092500,0.003238,0.109124,0.004025,0.044490,0.095800,0.002660,0.034991,0.215875,0.002725,0.034973,0.200711,0.002607,0.034951,
0.012110,0.092805,0.003226,0.111061,0.003279,0.044176,0.123222,0.002803,0.034737,0.214808,0.002679,0.034898,0.214059,0.002678,0.035090,
0.012084,0.092866,0.003209,0.099033,0.003256,0.044731,0.090380,0.003015,0.036698,0.216912,0.002680,0.034770,0.202925,0.002693,0.035059,
0.012059,0.092654,0.003242,0.098331,0.003173,0.044757,0.089311,0.002614,0.036747,0.213977,0.002555,0.033846,0.202292,0.002661,0.034762,
0.012115,0.092507,0.003163,0.098349,0.003273,0.044300,0.098969,0.003914,0.036200,0.214148,0.002619,0.040307,0.203024,0.002718,0.033937,
0.012093,0.092629,0.003208,0.284575,0.003264,0.044590,0.098206,0.002666,0.036091,0.219138,0.002624,0.035185,0.203133,0.002703,0.034872,
0.012089,0.092560,0.003208,0.206709,0.003259,0.044844,0.089967,0.008856,0.035479,0.216353,0.002617,0.034549,0.202365,0.002665,0.035826,
0.012042,0.092683,0.003248,0.316303,0.003650,0.045266,0.088410,0.002680,0.034927,0.221140,0.002753,0.034418,0.205188,0.002655,0.034189,
0.012114,0.092549,0.003155,0.102553,0.003393,0.045336,0.088566,0.002595,0.034345,0.212766,0.002557,0.034399,0.213354,0.002633,0.034697,
0.012072,0.092591,0.003245,0.098702,0.003336,0.044649,0.089597,0.002616,0.036135,0.210142,0.002508,0.034830,0.198246,0.002628,0.034830,
0.012080,0.092246,0.003184,0.098141,0.003351,0.044953,0.089302,0.002628,0.034983,0.208230,0.002542,0.033897,0.204244,0.002701,0.034667,
0.012084,0.092880,0.003217,0.098223,0.003327,0.044741,0.089802,0.002634,0.035044,0.208036,0.002529,0.034006,0.200253,0.002637,0.034274,
0.012082,0.467666,0.003170,0.098795,0.003454,0.045448,0.089156,0.002597,0.035986,0.226729,0.002612,0.034292,0.197967,0.002615,0.043800,

MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing,
0.175741,0.948720,0.019381,0.311573,0.017633,0.242315,0.200174,0.004273,0.155068,0.774508,0.004151,0.171588,0.702222,0.003977,0.083506,
0.049383,0.793814,0.015479,0.126431,0.003238,0.161254,0.122232,0.001794,0.153164,0.645802,0.002296,0.087634,0.638805,0.015602,0.079945,
0.048767,0.746903,0.015770,0.125671,0.003366,0.156836,0.120605,0.001732,0.154365,0.624066,0.001742,0.087313,0.611778,0.002370,0.080783,
0.048782,16.250683,0.019958,0.125200,0.003392,0.157519,0.123784,0.001702,0.153628,0.620502,0.001682,0.087230,0.632788,0.002082,0.080852,
0.086665,2.475757,0.022416,0.125244,0.002722,0.157023,0.123188,0.001725,0.153484,0.620648,0.001694,0.087182,0.648092,0.002857,0.081566,
0.086985,0.711845,0.016010,0.125292,0.002823,0.157090,0.123878,0.001730,0.152753,0.627461,0.001999,0.095734,0.628599,0.001777,0.088852,
0.050067,0.708755,0.015690,0.125744,0.002871,0.156457,0.122719,0.001704,0.152775,0.624330,0.001707,0.087753,0.610369,0.001915,0.088195,
0.048957,0.696846,0.015719,0.124603,0.003283,0.158425,0.122209,0.001714,0.152803,0.627015,0.002095,0.087541,0.626138,0.001961,0.080527,
0.048863,0.700731,0.015620,0.125587,0.002650,0.156810,0.122934,0.001663,0.152573,0.616492,0.001694,0.087132,0.620133,0.001744,0.080828,
0.048897,0.697507,0.015657,0.124927,0.002742,0.157236,0.123526,0.001706,0.153436,0.625013,0.001704,0.087116,0.628920,0.001786,0.080529,
0.048751,0.696953,0.015685,0.125600,0.002590,0.157547,0.122438,0.001702,0.153210,0.622828,0.001633,0.087133,0.618303,0.001786,0.080481,
0.048790,0.696546,0.015735,0.124600,0.002758,0.157688,0.124174,0.001802,0.152682,0.631827,0.001792,0.087528,0.630210,0.001690,0.538614,
0.048827,0.696706,0.015626,0.128197,0.003155,0.157158,0.140204,0.002052,0.152363,0.625592,0.001618,0.087116,0.680016,0.003042,0.250721,
0.048817,0.699006,0.015749,0.125770,0.002615,0.157535,0.123278,0.001702,0.152860,0.619391,0.001601,0.088235,0.630961,0.002291,0.082166,
0.048695,0.697007,0.015757,0.125119,0.002711,0.157371,0.123087,0.001690,0.152122,0.629735,0.001620,0.086758,0.622308,0.001808,0.087492,
0.048782,0.697870,0.015601,0.126289,0.002623,0.158045,0.123537,0.001877,0.153178,0.622702,0.001641,0.087209,0.629982,0.002492,0.088075,
0.048769,0.696862,0.015769,0.124662,0.002684,0.155931,0.122969,0.001701,0.152759,0.618546,0.001639,0.089263,0.670829,0.002103,0.215410,
0.048874,0.697678,0.015661,0.126330,0.002680,0.158191,0.123164,0.001673,0.152812,0.670864,0.003090,0.342114,0.612708,0.001909,0.082080,
0.048794,13.485478,0.019964,0.124440,0.002881,0.156391,0.122670,0.001692,0.152628,0.655997,0.002488,0.170107,0.630000,0.002319,0.080530,
0.089042,4.884810,0.014933,0.124858,0.002623,0.156864,0.123473,0.001690,0.152679,0.623915,0.001689,0.087042,0.645114,0.002047,0.080359,
0.071033,0.872366,0.017259,0.125793,0.002703,0.156688,0.122077,0.001999,0.151935,0.619418,0.001622,0.086854,0.621706,0.001721,0.080582,
0.056210,0.777410,0.015507,0.124866,0.002882,0.157706,0.122083,0.001681,0.153093,0.617906,0.001667,0.097906,0.619528,0.001930,0.079434,
0.048809,9.618308,0.019109,0.125579,0.002601,0.157011,0.124039,0.001666,0.152529,0.727030,0.002473,0.426420,0.618685,0.001694,0.080387,
0.083073,3.329652,0.019972,0.124874,0.002938,0.157812,0.122762,0.001661,0.153076,0.637526,0.002156,0.088422,0.615926,0.001772,0.081037,
0.073012,1.055709,0.018697,0.125289,0.002721,0.157632,0.122883,0.002324,0.153166,0.629785,0.001660,0.086646,0.614644,0.001691,0.080655,
0.055505,1.170698,0.015902,0.125645,0.002768,0.156610,0.127004,0.001574,0.153251,0.619967,0.001674,0.086734,0.626430,0.002041,0.081224,
0.049325,0.709678,0.015756,0.126374,0.002768,0.157030,0.135172,0.001778,0.152705,0.623335,0.001658,0.092578,0.614196,0.001953,0.080575,
0.048748,0.701772,0.015621,0.124775,0.002692,0.156227,0.129405,0.001615,0.161024,0.633842,0.001972,0.087472,0.612200,0.001977,0.080802,
0.048758,1.950714,0.013846,0.124346,0.002637,0.157838,0.122612,0.001579,0.152770,0.622674,0.001693,0.087188,0.611839,0.001823,0.080286,
0.050469,0.810553,0.017523,0.126267,0.002574,0.157443,0.123387,0.001842,0.153386,0.622202,0.001672,0.086792,0.613243,0.001732,0.080222,
0.052054,0.803973,0.015845,0.123816,0.002830,0.156266,0.123229,0.001562,0.152279,0.620850,0.001674,0.087214,0.612868,0.001725,0.080811,
0.048667,0.699734,0.015585,0.125051,0.002699,0.156958,0.124555,0.001618,0.153670,0.620377,0.001671,0.087337,0.640559,0.001864,0.079603,
0.048794,0.698193,0.015648,0.124336,0.002691,0.156791,0.125572,0.002645,0.152389,0.628988,0.001744,0.087105,0.623559,0.001745,0.079465,
0.048818,0.698261,0.015656,0.124578,0.002614,0.158049,0.121939,0.001682,0.152732,0.621748,0.001597,0.087163,0.621531,0.001790,0.080405,
0.048773,0.698440,0.015605,0.125005,0.002731,0.157668,0.121904,0.001699,0.158879,0.620900,0.001646,0.087051,0.674199,0.002835,0.289585,
