Performing comparisons between CPU Cuda and Tensor implementation,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Matrixes size,32,32,,,,,,,,,,,,,,,
Single run computation test,,,,,,,,,,,,,,,,,
Name,preparing time (ms),computation time (ms),gathering restuls time (ms),validity,mean of error (to CPU),deviation of error (to CPU),,,,,,,,,,,
MMA CPU,0.004177,0.411205,0.000354,,,,,,,,,,,,,,
MMA Tensor,68.240242,0.015621,0.010845,False,1,0,,,,,,,,,,,
MMA CUDA,0.080122,0.030367,0.008654,True,0,0,,,,,,,,,,,
MMA CUDA Shared,0.071819,0.017295,0.007991,False,0,0,,,,,,,,,,,
MMA CUDA Shared Half,0.081242,0.016787,0.008548,False,0.00005,0.000039,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Multi run computation  test, execution count :150,,,,,,,,,,,,,,,,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Loading,MMA CUDA Shared Half Computing,MMA CUDA Shared Half Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing
0.0034,0.02898,0.000676,0.076173,0.001984,0.008577,0.062933,0.015872,0.009122,0.06397,0.011136,0.009353,0.074501,0.011584,0.009291,-1,-1,-1
0.0034,0.028928,0.000663,0.075883,0.002048,0.008629,0.063798,0.014464,0.009048,0.063276,0.0112,0.008752,0.078645,0.012288,0.008683,-1,-1,-1
0.003394,0.029027,0.000672,0.078487,0.002048,0.008937,0.063434,0.014304,0.008926,0.062964,0.011136,0.008959,0.073643,0.011264,0.008567,-1,-1,-1
0.003408,0.02915,0.000656,0.0747,0.001888,0.008647,0.063317,0.015552,0.008876,0.187855,0.013952,0.009987,0.087563,0.010336,0.00913,-1,-1,-1
0.003452,0.028833,0.000669,0.074989,0.002304,0.008625,0.063609,0.014304,0.008869,0.072891,0.012288,0.009735,0.076897,0.011072,0.008777,-1,-1,-1
0.003424,0.02905,0.000695,0.077278,0.002048,0.008691,0.064817,0.014848,0.009595,0.064952,0.010752,0.008874,0.073987,0.011936,0.008558,-1,-1,-1
0.003414,0.029062,0.000683,0.073433,0.001888,0.008689,0.064351,0.014528,0.008882,0.063683,0.012288,0.009282,0.075151,0.01072,0.008683,-1,-1,-1
0.003383,0.028994,0.00068,0.074211,0.001888,0.0092,0.063438,0.014816,0.009105,0.064146,0.01184,0.008759,0.074059,0.011616,0.008524,-1,-1,-1
0.003394,0.028824,0.000673,0.077715,0.000864,0.009333,0.062899,0.014592,0.009563,0.06332,0.012288,0.008885,0.077643,0.012192,0.00864,-1,-1,-1
0.003382,0.028999,0.000713,0.07385,0.001856,0.008624,0.064166,0.014336,0.008873,0.063282,0.012288,0.008806,0.0741,0.012224,0.008639,-1,-1,-1
0.003347,0.028796,0.00067,0.072696,0.002048,0.008773,0.063278,0.01424,0.008884,0.063447,0.011104,0.008832,0.074228,0.01088,0.009204,-1,-1,-1
0.003366,0.028846,0.000718,0.075647,0.001856,0.008574,0.063327,0.014848,0.009512,0.063203,0.01152,0.00928,0.077656,0.01104,0.008616,-1,-1,-1
0.003397,0.02882,0.000668,0.072709,0.002048,0.008798,0.063654,0.014336,0.008898,0.063142,0.011936,0.008742,0.074139,0.0112,0.008757,-1,-1,-1
0.003357,0.029024,0.000667,0.073662,0.001888,0.008984,0.062962,0.015776,0.009028,0.063807,0.010496,0.008721,0.074063,0.012288,0.009201,-1,-1,-1
0.00339,0.028889,0.000658,0.074201,0.00208,0.00882,0.063293,0.0144,0.008826,0.062887,0.012288,0.00889,0.078195,0.011808,0.008731,-1,-1,-1
0.00338,0.028888,0.000684,0.08129,0.002048,0.00858,0.063826,0.014368,0.008944,0.063473,0.011424,0.008827,0.074607,0.010656,0.008568,-1,-1,-1
0.00342,0.029234,0.000754,0.073426,0.002048,0.009253,0.063312,0.015552,0.009518,0.063029,0.01232,0.008743,0.074319,0.01056,0.008624,-1,-1,-1
0.003394,0.029383,0.000677,0.073658,0.002048,0.00866,0.062777,0.015456,0.009134,0.063233,0.012256,0.0087,0.074633,0.01168,0.008543,-1,-1,-1
0.003353,0.028971,0.000666,0.076686,0.001888,0.009122,0.063545,0.014336,0.008848,0.063563,0.012288,0.008752,0.07508,0.011104,0.008683,-1,-1,-1
0.003399,0.029011,0.000665,0.073295,0.002048,0.008614,0.064359,0.014368,0.009026,0.063192,0.010944,0.009313,0.073507,0.011904,0.00919,-1,-1,-1
0.003416,0.02914,0.000677,0.073661,0.002048,0.008584,0.063282,0.01536,0.008941,0.063812,0.010368,0.008746,0.073978,0.011648,0.008715,-1,-1,-1
0.003416,0.029044,0.000698,0.07747,0.003072,0.008772,0.063302,0.014336,0.009022,0.064122,0.012064,0.009339,0.076902,0.012256,0.00861,-1,-1,-1
0.003347,0.029561,0.000668,0.075915,0.000992,0.008823,0.06334,0.014464,0.008871,0.064711,0.011104,0.00879,0.073864,0.01104,0.008665,-1,-1,-1
0.003383,0.029046,0.000673,0.074415,0.001888,0.00865,0.071548,0.015872,0.008937,0.064197,0.011808,0.009421,0.074703,0.01088,0.008621,-1,-1,-1
0.003366,0.028949,0.000667,0.073378,0.001888,0.008872,0.063901,0.016128,0.009743,0.063415,0.012288,0.008805,0.077508,0.010944,0.008666,-1,-1,-1
0.003386,0.029084,0.000669,0.073474,0.001888,0.008709,0.063436,0.014304,0.009034,0.063628,0.011168,0.008799,0.074953,0.012032,0.009189,-1,-1,-1
0.003416,0.028957,0.000639,0.07311,0.001856,0.009279,0.063256,0.014336,0.008905,0.063154,0.012256,0.008912,0.075509,0.01088,0.009216,-1,-1,-1
0.003429,0.02884,0.000652,0.072811,0.002048,0.009138,0.063349,0.016416,0.008976,0.062785,0.012288,0.008838,0.077674,0.01056,0.008666,-1,-1,-1
0.003412,0.029029,0.00067,0.07663,0.002112,0.008758,0.063275,0.014496,0.008816,0.06456,0.011616,0.00881,0.074201,0.010592,0.00873,-1,-1,-1
0.00342,0.09513,0.000676,0.072568,0.001888,0.008757,0.063231,0.014816,0.008862,0.063237,0.012224,0.008841,0.074126,0.011808,0.009305,-1,-1,-1
0.003404,0.028956,0.000681,0.072963,0.002048,0.008899,0.063251,0.015744,0.008822,0.063828,0.010848,0.008783,0.074369,0.011264,0.009253,-1,-1,-1
0.003425,0.028827,0.000703,0.076646,0.001888,0.008653,0.063161,0.015072,0.008931,0.06367,0.011424,0.008819,0.077678,0.010816,0.008678,-1,-1,-1
0.003416,0.028953,0.000679,0.072335,0.002048,0.008837,0.06407,0.014304,0.009114,0.063371,0.012288,0.00947,0.080145,0.010496,0.008647,-1,-1,-1
0.003439,0.028925,0.000649,0.07374,0.002048,0.008731,0.063409,0.014304,0.0089,0.063121,0.012096,0.00874,0.074561,0.01152,0.008638,-1,-1,-1
0.003404,0.028886,0.000661,0.0772,0.002304,0.008594,0.063219,0.014752,0.00892,0.063613,0.011456,0.00887,0.0758,0.010624,0.008727,-1,-1,-1
0.0034,0.028948,0.000648,0.074128,0.002304,0.008678,0.064307,0.014496,0.008983,0.062965,0.011232,0.009458,0.074362,0.01024,0.008591,-1,-1,-1
0.003416,0.028783,0.000683,0.074395,0.00208,0.008686,0.064008,0.014336,0.009351,0.064264,0.011456,0.008726,0.074179,0.01152,0.008855,-1,-1,-1
0.003403,0.028764,0.000651,0.073004,0.001888,0.008662,0.063,0.01504,0.00955,0.063869,0.011072,0.008782,0.07873,0.012128,0.008666,-1,-1,-1
0.003385,0.028834,0.000684,0.077432,0.001888,0.00884,0.063807,0.01504,0.008864,0.064973,0.011936,0.009337,0.074016,0.01104,0.008624,-1,-1,-1
0.003427,0.028908,0.000664,0.073488,0.002048,0.008759,0.063063,0.015168,0.008906,0.063796,0.012288,0.009293,0.073915,0.011776,0.008638,-1,-1,-1
0.003406,0.028893,0.000679,0.073618,0.002048,0.008603,0.063305,0.015808,0.009056,0.063428,0.01232,0.008764,0.074538,0.011168,0.008739,-1,-1,-1
0.003422,0.029291,0.000669,0.077165,0.002048,0.008598,0.063327,0.015104,0.008939,0.063141,0.011008,0.008676,0.074579,0.010656,0.008628,-1,-1,-1
0.003349,0.028673,0.000652,0.073413,0.001984,0.008613,0.06488,0.014176,0.008964,0.063545,0.012064,0.009436,0.074094,0.011552,0.008592,-1,-1,-1
0.003366,0.028938,0.000665,0.072974,0.00096,0.009208,0.063289,0.015456,0.008937,0.063924,0.012128,0.008806,0.073732,0.010432,0.008656,-1,-1,-1
0.003408,0.028769,0.000645,0.075677,0.002048,0.008641,0.063381,0.015008,0.008891,0.063038,0.012288,0.008764,0.077105,0.011104,0.009367,-1,-1,-1
,,,,,,,,,,,,,,,,,
Matrixes size,128,128,,,,,,,,,,,,,,,
Single run computation test,,,,,,,,,,,,,,,,,
Name,preparing time (ms),computation time (ms),gathering restuls time (ms),validity,mean of error (to CPU),deviation of error (to CPU),,,,,,,,,,,
MMA CPU,0.269992,0.241217,0.003425,,,,,,,,,,,,,,
MMA Tensor,0.452247,0.051684,0.022221,False,0.077285,0.068698,,,,,,,,,,,
MMA CUDA,0.100675,0.034656,0.018971,False,0,0,,,,,,,,,,,
MMA CUDA Shared,0.096653,0.028059,0.01988,False,0,0,,,,,,,,,,,
MMA CUDA Shared Half,0.254885,0.028847,0.069294,False,0.000026,0.00002,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Multi run computation  test, execution count :150,,,,,,,,,,,,,,,,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Loading,MMA CUDA Shared Half Computing,MMA CUDA Shared Half Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing
0.029221,0.121383,0.004384,1.346425,0.054784,0.045075,0.640796,0.053728,0.048046,0.659474,0.04672,0.054469,1.421769,0.045568,0.046762,-1,-1,-1
0.01229,0.141829,0.003951,0.749272,0.032768,0.033811,0.087975,0.03072,0.03649,0.086212,0.024992,0.043011,0.798351,0.026624,0.036656,-1,-1,-1
0.012148,0.137566,0.003941,0.728757,0.030752,0.034988,0.083838,0.028704,0.036708,0.084524,0.023936,0.043927,0.74397,0.022752,0.037377,-1,-1,-1
0.012151,0.13768,0.003945,0.734441,0.029696,0.035391,0.085388,0.041536,0.039315,0.090931,0.022528,0.04366,0.721426,0.024352,0.036677,-1,-1,-1
0.012159,0.137692,0.004001,0.721627,0.032224,0.034791,0.08625,0.03072,0.037418,0.082426,0.022528,0.043499,0.716535,0.024,0.035969,-1,-1,-1
0.012103,0.13699,0.00388,0.700661,0.03072,0.035186,0.084962,0.028832,0.036755,0.085276,0.022528,0.043647,0.73214,0.02432,0.036166,-1,-1,-1
0.012105,0.136458,0.003891,0.457725,0.025728,0.014454,0.084213,0.028672,0.037491,0.084606,0.022304,0.044229,0.154507,0.017824,0.015241,-1,-1,-1
0.012128,0.135081,0.003172,0.15646,0.024576,0.01442,0.085519,0.028672,0.036239,0.082429,0.022176,0.043342,0.153418,0.018432,0.014855,-1,-1,-1
0.011874,0.107157,0.003176,0.1559,0.024544,0.014809,0.086441,0.029952,0.035987,0.085291,0.022272,0.04087,0.151931,0.018016,0.015129,-1,-1,-1
0.011828,0.107155,0.003183,0.158468,0.024544,0.014441,0.083702,0.027488,0.03622,0.083818,0.022528,0.041927,0.152692,0.01808,0.014719,-1,-1,-1
0.011763,0.107047,0.003151,0.153765,0.024576,0.014389,0.0841,0.028256,0.035233,0.084523,0.022432,0.040675,0.151104,0.017056,0.014986,-1,-1,-1
0.011797,0.107112,0.003246,0.153366,0.024864,0.014666,0.087904,0.028128,0.03571,0.083157,0.02128,0.042207,0.150697,0.017312,0.015282,-1,-1,-1
0.011821,0.106863,0.003238,0.153358,0.024576,0.015073,0.082293,0.028704,0.03574,0.083287,0.024672,0.039051,0.149909,0.018112,0.01467,-1,-1,-1
0.011826,0.106924,0.003198,0.153025,0.024576,0.014423,0.08419,0.028544,0.035879,0.086161,0.022528,0.041023,0.149275,0.018208,0.014494,-1,-1,-1
0.011798,0.106882,0.003223,0.155354,0.026016,0.014991,0.089841,0.027424,0.03588,0.085833,0.022528,0.040414,0.150215,0.017344,0.01508,-1,-1,-1
0.011846,0.107021,0.003188,0.151505,0.024576,0.014864,0.085671,0.027904,0.036276,0.082197,0.022848,0.040969,0.148483,0.018368,0.014564,-1,-1,-1
0.011784,0.106714,0.00316,0.149154,0.024832,0.01486,0.083375,0.028608,0.035718,0.085516,0.023744,0.040744,0.148424,0.016928,0.015862,-1,-1,-1
0.011853,0.107211,0.003202,0.14882,0.024768,0.014911,0.108463,0.027424,0.036702,0.084629,0.02256,0.040939,0.148886,0.017856,0.014829,-1,-1,-1
0.011782,0.109984,0.003187,0.149244,0.024576,0.015023,0.084543,0.02848,0.035917,0.083785,0.02256,0.040486,0.149662,0.018432,0.014866,-1,-1,-1
0.011886,0.107443,0.003136,0.149407,0.024768,0.01483,0.086791,0.028672,0.035735,0.098522,0.022848,0.041076,0.150378,0.01808,0.014591,-1,-1,-1
0.011761,0.107113,0.00315,0.149501,0.024576,0.014405,0.084772,0.028672,0.035697,0.084318,0.022528,0.041345,0.148425,0.017024,0.014732,-1,-1,-1
0.011799,0.106906,0.003138,0.149519,0.023552,0.014811,0.082234,0.027744,0.036177,0.084911,0.022528,0.040478,0.147322,0.01776,0.014741,-1,-1,-1
0.011801,0.106927,0.003164,0.149447,0.024544,0.014858,0.086777,0.028192,0.035317,0.106333,0.02256,0.041584,0.14768,0.017856,0.01472,-1,-1,-1
0.011812,0.106977,0.003121,0.147915,0.024544,0.014448,0.098165,0.026656,0.035676,0.098961,0.024128,0.043183,0.149412,0.018336,0.014568,-1,-1,-1
0.011815,0.107092,0.003175,0.148148,0.024576,0.014384,0.084426,0.028672,0.035998,0.085206,0.022464,0.042439,0.14718,0.018272,0.015309,-1,-1,-1
0.0118,0.107005,0.003136,0.147956,0.024768,0.014704,0.082514,0.028128,0.035612,0.085571,0.023968,0.041174,0.149819,0.016896,0.015205,-1,-1,-1
0.011816,0.107207,0.003156,0.147546,0.024576,0.014442,0.097471,0.028256,0.035216,0.08453,0.022528,0.041513,0.147909,0.018272,0.015284,-1,-1,-1
0.011755,0.107334,0.003204,0.147761,0.0248,0.014961,0.082384,0.028672,0.047868,0.084675,0.022528,0.042161,0.160272,0.018048,0.015021,-1,-1,-1
0.01181,0.106998,0.00316,0.149129,0.024576,0.0143,0.086961,0.028672,0.035454,0.097062,0.022944,0.039697,0.148515,0.017056,0.015333,-1,-1,-1
0.011764,0.107176,0.003169,0.148125,0.024512,0.01452,0.096073,0.028608,0.036115,0.082867,0.022528,0.040341,0.146847,0.01824,0.014896,-1,-1,-1
0.011755,0.107306,0.003133,0.147503,0.024608,0.01472,0.083488,0.028672,0.042774,0.083447,0.021952,0.040451,0.148061,0.018464,0.014634,-1,-1,-1
0.011882,0.106943,0.003182,0.149668,0.024512,0.014601,0.040657,0.023424,0.015512,0.103372,0.022688,0.04211,0.14814,0.017024,0.015064,-1,-1,-1
0.011757,0.107005,0.003142,0.147747,0.02464,0.014954,0.039783,0.024576,0.015138,0.082652,0.023936,0.040359,0.145842,0.018176,0.01465,-1,-1,-1
0.01184,0.106773,0.003214,0.146963,0.0248,0.014388,0.04017,0.024576,0.015322,0.086354,0.022432,0.041862,0.147711,0.018336,0.014716,-1,-1,-1
0.011816,0.106907,0.003167,0.147922,0.024576,0.014465,0.040673,0.023104,0.015934,0.092415,0.022784,0.040713,0.147737,0.018432,0.015446,-1,-1,-1
0.011807,0.107155,0.003106,0.148006,0.024576,0.014705,0.040926,0.023488,0.015466,0.082591,0.023936,0.039658,0.148,0.018432,0.014639,-1,-1,-1
0.011783,0.106888,0.003135,0.148507,0.024512,0.014423,0.040171,0.023808,0.015555,0.085979,0.022528,0.041822,0.148126,0.017024,0.015411,-1,-1,-1
0.011738,0.106896,0.003167,0.147755,0.024576,0.014677,0.039404,0.023232,0.015322,0.085153,0.022528,0.04006,0.147437,0.017952,0.014721,-1,-1,-1
0.011792,0.107081,0.003161,0.147948,0.024608,0.015066,0.040028,0.02304,0.015512,0.08342,0.02384,0.038716,0.146983,0.017696,0.014646,-1,-1,-1
0.011863,0.106969,0.003142,0.147802,0.02464,0.01455,0.040563,0.024064,0.015246,0.084957,0.02256,0.041663,0.146831,0.017248,0.0148,-1,-1,-1
0.011849,0.10733,0.003092,0.148705,0.024768,0.014424,0.040845,0.024576,0.014861,0.085,0.023968,0.040697,0.148161,0.01792,0.014696,-1,-1,-1
0.011807,0.107232,0.003138,0.148729,0.025024,0.014812,0.04022,0.024576,0.015425,0.084263,0.022592,0.041061,0.147481,0.017888,0.014986,-1,-1,-1
0.0118,0.10693,0.003144,0.149756,0.024544,0.014382,0.039838,0.023456,0.01557,0.082671,0.02272,0.039758,0.147347,0.018016,0.01467,-1,-1,-1
0.011798,0.10728,0.003228,0.147313,0.024512,0.014551,0.040121,0.02336,0.015342,0.085087,0.021888,0.040359,0.146122,0.018432,0.016671,-1,-1,-1
0.011796,0.107116,0.003167,0.146731,0.024864,0.01497,0.03996,0.022816,0.01511,0.083574,0.022528,0.04062,0.146553,0.017888,0.01525,-1,-1,-1
0.011863,0.107034,0.003151,0.14729,0.0248,0.014334,0.043287,0.024224,0.01524,0.084292,0.022848,0.040399,0.145704,0.01696,0.014526,-1,-1,-1
0.011754,0.107071,0.003159,0.147309,0.024768,0.014409,0.039504,0.023008,0.015666,0.08357,0.022528,0.041222,0.148657,0.018176,0.015139,-1,-1,-1
0.011767,0.107107,0.003163,0.146891,0.024512,0.014426,0.039722,0.024256,0.015154,0.085284,0.022464,0.040182,0.147027,0.018432,0.014566,-1,-1,-1
0.011737,0.10704,0.003203,0.148016,0.024576,0.015092,0.043364,0.023488,0.015813,0.084176,0.02416,0.040129,0.146264,0.016768,0.015287,-1,-1,-1
0.01185,0.107078,0.003174,0.147113,0.024544,0.014381,0.040496,0.02416,0.015483,0.08352,0.022464,0.042479,0.147913,0.018432,0.015031,-1,-1,-1
0.011809,0.107039,0.003217,0.147475,0.024512,0.015303,0.053841,0.022848,0.014753,0.097871,0.022528,0.041816,0.145853,0.017984,0.014625,-1,-1,-1
0.011858,0.108129,0.003139,0.147814,0.024512,0.01454,0.039895,0.024576,0.014656,0.083034,0.022496,0.041529,0.147575,0.01776,0.014643,-1,-1,-1
0.011777,0.106697,0.003158,0.147492,0.024576,0.014815,0.039927,0.024,0.014823,0.084284,0.022848,0.041199,0.147971,0.018432,0.01531,-1,-1,-1
0.011751,0.106867,0.003137,0.147894,0.024704,0.015377,0.039352,0.024576,0.015094,0.106151,0.022496,0.041239,0.147382,0.016864,0.014733,-1,-1,-1
0.011798,0.107207,0.003193,0.146842,0.024832,0.014526,0.04235,0.02448,0.014764,0.085808,0.022528,0.041542,0.146683,0.018432,0.015367,-1,-1,-1
0.011813,0.106949,0.003157,0.147286,0.024576,0.014784,0.039872,0.02384,0.014886,0.084428,0.024224,0.040307,0.147574,0.017984,0.014631,-1,-1,-1
0.011823,0.10683,0.003174,0.147158,0.024768,0.014297,0.038933,0.024224,0.015425,0.084693,0.021408,0.040552,0.146669,0.017056,0.014904,-1,-1,-1
0.01181,0.106632,0.003136,0.149351,0.024576,0.014424,0.042091,0.024512,0.015263,0.084021,0.022656,0.041887,0.148296,0.017984,0.014861,-1,-1,-1
0.011826,0.106966,0.003155,0.157836,0.024512,0.015483,0.038555,0.024576,0.01473,0.084501,0.02256,0.041509,0.146626,0.016864,0.014891,-1,-1,-1
0.011782,0.106599,0.003098,0.160353,0.024544,0.015703,0.039215,0.02336,0.014703,0.097301,0.022528,0.040405,0.146862,0.017184,0.014701,-1,-1,-1
0.011781,0.106825,0.003147,0.156738,0.024768,0.015384,0.041701,0.023808,0.015183,0.083577,0.022368,0.041226,0.14802,0.016864,0.014741,-1,-1,-1
0.011803,0.107031,0.003107,0.155039,0.024576,0.014368,0.038627,0.023808,0.015506,0.082432,0.022784,0.040976,0.147618,0.017792,0.014966,-1,-1,-1
0.011775,0.103837,0.003179,0.152377,0.024672,0.01462,0.039048,0.024576,0.014785,0.103202,0.022336,0.040762,0.145861,0.018368,0.01538,-1,-1,-1
0.011767,0.103837,0.003131,0.151981,0.024544,0.015074,0.039805,0.023872,0.014782,0.081505,0.022496,0.041322,0.146853,0.017408,0.014672,-1,-1,-1
0.011831,0.103581,0.003172,0.151464,0.024576,0.015044,0.039562,0.024544,0.014824,0.083239,0.022112,0.041291,0.146135,0.017824,0.016384,-1,-1,-1
0.011827,0.103993,0.003168,0.15037,0.024576,0.015218,0.039629,0.024576,0.015011,0.091152,0.022816,0.039734,0.145991,0.01792,0.014988,-1,-1,-1
0.011828,0.104969,0.003137,0.150061,0.024576,0.015067,0.039095,0.02336,0.015398,0.083236,0.022528,0.041222,0.147358,0.018176,0.014728,-1,-1,-1
0.011835,0.10391,0.003206,0.150117,0.02576,0.014514,0.040253,0.024704,0.015044,0.083769,0.022016,0.041133,0.148368,0.017056,0.014564,-1,-1,-1
0.011771,0.103759,0.003128,0.149629,0.024768,0.014349,0.038737,0.024128,0.01467,0.08374,0.024096,0.040901,0.146612,0.018144,0.015287,-1,-1,-1
0.011845,0.104642,0.003177,0.149586,0.024576,0.014429,0.039843,0.023264,0.015081,0.085063,0.021504,0.041793,0.145765,0.016832,0.014602,-1,-1,-1
0.011799,0.104611,0.003108,0.149064,0.024576,0.014585,0.040158,0.023328,0.014812,0.084683,0.022528,0.040918,0.14739,0.016992,0.015364,-1,-1,-1
0.011803,0.104041,0.003148,0.148015,0.02464,0.014474,0.039855,0.024032,0.014868,0.083222,0.023712,0.048971,0.146687,0.017088,0.015054,-1,-1,-1
0.011847,0.103197,0.003265,0.149954,0.02512,0.014431,0.038846,0.024352,0.01513,0.084161,0.0224,0.04127,0.146674,0.01728,0.01482,-1,-1,-1
0.011853,0.103107,0.003157,0.148178,0.025728,0.014537,0.039046,0.023296,0.014823,0.083173,0.022016,0.040958,0.147707,0.01776,0.01511,-1,-1,-1
0.011834,0.103949,0.003229,0.149622,0.024544,0.01505,0.039666,0.023936,0.014915,0.084148,0.02368,0.040496,0.145616,0.018432,0.015417,-1,-1,-1
0.011772,0.104207,0.003152,0.148026,0.024512,0.014939,0.038672,0.02352,0.015221,0.085966,0.023136,0.041451,0.145015,0.01696,0.014721,-1,-1,-1
0.011842,0.104696,0.003133,0.147781,0.0248,0.015592,0.042133,0.024544,0.014847,0.084736,0.02256,0.041439,0.147742,0.017728,0.015193,-1,-1,-1
0.011835,0.104143,0.003147,0.150274,0.024864,0.014559,0.038364,0.024416,0.01545,0.082197,0.022528,0.040344,0.146392,0.016992,0.014939,-1,-1,-1
0.011795,0.10263,0.003119,0.157545,0.024576,0.014778,0.039185,0.023008,0.015008,0.083458,0.02384,0.041521,0.147021,0.01696,0.014686,-1,-1,-1
0.011851,0.124604,0.003143,0.157531,0.024768,0.014584,0.042683,0.02304,0.014836,0.08438,0.022528,0.040995,0.147223,0.017248,0.014628,-1,-1,-1
0.01174,0.104262,0.003192,0.157813,0.024608,0.014328,0.040009,0.024576,0.014785,0.083059,0.02256,0.040614,0.146789,0.017024,0.015333,-1,-1,-1
0.011758,0.104141,0.00317,0.155639,0.0248,0.014419,0.04064,0.0232,0.014859,0.099954,0.023968,0.039277,0.145325,0.018432,0.014757,-1,-1,-1
0.011824,0.103554,0.003102,0.153101,0.024512,0.014406,0.039281,0.02384,0.014986,0.085192,0.022496,0.04056,0.147595,0.017216,0.015316,-1,-1,-1
0.011834,0.103915,0.003199,0.152244,0.024576,0.014555,0.039032,0.024288,0.015227,0.084017,0.022272,0.041402,0.147446,0.018432,0.014769,-1,-1,-1
0.011842,0.105659,0.00312,0.151774,0.024864,0.014519,0.039078,0.023424,0.014773,0.106468,0.022528,0.040525,0.155773,0.018464,0.015346,-1,-1,-1
0.011806,0.104024,0.003146,0.150826,0.024768,0.014971,0.041489,0.024736,0.01537,0.083788,0.023712,0.040559,0.158548,0.018432,0.0147,-1,-1,-1
0.011832,0.103577,0.003125,0.149487,0.024768,0.014601,0.039595,0.023904,0.014864,0.086515,0.022176,0.040985,0.156814,0.018464,0.014709,-1,-1,-1
0.011843,0.10417,0.003205,0.149668,0.024576,0.014795,0.040079,0.02464,0.015124,0.08507,0.022528,0.040922,0.156364,0.016768,0.014686,-1,-1,-1
0.011834,0.103861,0.00319,0.148426,0.024576,0.014922,0.042089,0.023808,0.014958,0.084185,0.022592,0.039978,0.154515,0.01824,0.015037,-1,-1,-1
0.01184,0.104313,0.003191,0.149063,0.024576,0.014858,0.039413,0.023488,0.01483,0.085638,0.022528,0.041542,0.15403,0.017152,0.015669,-1,-1,-1
0.011813,0.103765,0.003187,0.149062,0.024512,0.015118,0.039117,0.023808,0.014899,0.098364,0.0224,0.040922,0.150599,0.01776,0.014778,-1,-1,-1
0.011783,0.103964,0.003154,0.148423,0.024512,0.01453,0.04091,0.024512,0.014819,0.083698,0.023616,0.040462,0.150015,0.018304,0.014824,-1,-1,-1
0.011826,0.10368,0.003198,0.148684,0.024512,0.015086,0.039032,0.023488,0.014952,0.084839,0.02256,0.04125,0.149348,0.018432,0.015527,-1,-1,-1
0.011827,0.103191,0.003197,0.147931,0.024576,0.014398,0.03897,0.0232,0.014958,0.103349,0.022368,0.041304,0.15089,0.016864,0.01473,-1,-1,-1
0.011831,0.103748,0.003168,0.147331,0.024512,0.015071,0.039403,0.024096,0.014764,0.08191,0.023584,0.04135,0.149157,0.01824,0.015295,-1,-1,-1
0.011814,0.103487,0.003191,0.147761,0.024832,0.014454,0.039544,0.023424,0.014976,0.084005,0.022528,0.040371,0.14862,0.018112,0.014892,-1,-1,-1
0.011772,0.104283,0.003169,0.148292,0.024576,0.015299,0.039313,0.024608,0.015171,0.102141,0.022656,0.052522,0.149575,0.018304,0.015413,-1,-1,-1
0.011836,0.103972,0.003247,0.148102,0.024576,0.014941,0.039468,0.022912,0.015284,0.089541,0.023392,0.041661,0.151316,0.016928,0.014741,-1,-1,-1
0.011814,0.10311,0.003148,0.14893,0.024736,0.014866,0.039555,0.024576,0.015387,0.086763,0.022656,0.041039,0.147486,0.018208,0.014655,-1,-1,-1
0.011794,0.104137,0.003236,0.147314,0.024576,0.014549,0.038388,0.023104,0.014718,0.100948,0.019168,0.033457,0.150167,0.017344,0.015076,-1,-1,-1
0.011787,0.10392,0.003186,0.147535,0.024576,0.014237,0.038895,0.022976,0.014801,0.071522,0.01936,0.033282,0.149925,0.017824,0.015749,-1,-1,-1
0.011801,0.103789,0.003122,0.147126,0.024672,0.014704,0.039076,0.023808,0.014964,0.07181,0.021408,0.032723,0.148556,0.018048,0.014605,-1,-1,-1
0.011834,0.103522,0.00312,0.148641,0.024576,0.014487,0.039995,0.023296,0.014943,0.07125,0.018528,0.033835,0.149509,0.017888,0.015555,-1,-1,-1
0.011852,0.103525,0.003255,0.147313,0.024576,0.014444,0.038864,0.022912,0.014764,0.071922,0.018944,0.033215,0.148416,0.017824,0.01485,-1,-1,-1
0.011844,0.103949,0.003152,0.147654,0.024576,0.014646,0.038941,0.023808,0.014924,0.071081,0.021024,0.032649,0.148446,0.017184,0.014979,-1,-1,-1
0.011749,0.104016,0.003138,0.14671,0.024672,0.014353,0.04003,0.023424,0.014749,0.07038,0.018752,0.033087,0.14776,0.01776,0.014688,-1,-1,-1
