MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Rect Tiling 32*64 Loading,MMA CUDA Shared Half Rect Tiling 32*64 Computing,MMA CUDA Shared Half Rect Tiling 32*64 Outputing,MMA CUDA Shared Half Rect Tiling 32*96 Loading,MMA CUDA Shared Half Rect Tiling 32*96 Computing,MMA CUDA Shared Half Rect Tiling 32*96 Outputing,MMA CUDA Shared 16 Tile Loading,MMA CUDA Shared 16 Tile Computing,MMA CUDA Shared 16 Tile Outputing,MMA CUDA Shared Halfs 32 Tile Loading,MMA CUDA Shared Halfs 32 Tile Computing,MMA CUDA Shared Halfs 32 Tile Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA Cublas Loading,MMA Cublas Computing,MMA Cublas Outputing,
0.003633,0.028014,0.000888,0.057000,0.018432,0.018236,0.060379,0.015680,0.019616,0.031205,0.012288,0.008151,0.031608,0.001888,0.008118,0.020843,0.006304,0.008332,0.031108,0.011648,0.007873,0.043223,0.002048,0.007855,0.036945,0.001888,0.007974,
0.003617,0.028197,0.000817,0.056861,0.018208,0.017561,0.057777,0.014432,0.019634,0.031392,0.012128,0.008172,0.032031,0.001952,0.007700,0.020915,0.006464,0.016895,0.031715,0.011616,0.007989,0.043486,0.001888,0.007697,0.036368,0.002048,0.007723,
0.003651,0.028505,0.000773,0.059994,0.018400,0.017950,0.056590,0.014816,0.018874,0.040369,0.012096,0.008488,0.031698,0.002048,0.007955,0.021609,0.007040,0.007897,0.031047,0.010496,0.007960,0.043948,0.002048,0.007648,0.037095,0.001888,0.007749,
0.003644,0.038877,0.000733,0.058043,0.018432,0.017651,0.055279,0.014336,0.019959,0.030745,0.012288,0.008437,0.033139,0.001920,0.008783,0.021885,0.007232,0.007736,0.031845,0.010272,0.008013,0.045236,0.002048,0.008361,0.036494,0.003136,0.008517,
0.003274,0.025134,0.000738,0.056615,0.018272,0.017582,0.054596,0.013760,0.020329,0.030554,0.012896,0.008319,0.036884,0.001920,0.008390,0.022225,0.006976,0.007612,0.033204,0.010656,0.008060,0.044054,0.002048,0.007634,0.037208,0.001888,0.007834,
0.003273,0.026528,0.000727,0.057164,0.018400,0.017933,0.058118,0.014304,0.018824,0.030536,0.012288,0.008388,0.033166,0.000928,0.008136,0.021263,0.007072,0.007877,0.031508,0.010240,0.007938,0.044215,0.001888,0.007718,0.037294,0.001920,0.007801,
0.003208,0.026038,0.000702,0.058364,0.018432,0.017283,0.055616,0.015136,0.020158,0.030401,0.012864,0.008445,0.032597,0.000960,0.007896,0.022154,0.007552,0.007889,0.032544,0.010656,0.007883,0.045143,0.001920,0.008332,0.036345,0.002048,0.007832,
0.003216,0.025790,0.000671,0.060631,0.018272,0.017415,0.059578,0.015392,0.019059,0.030790,0.012288,0.008581,0.034276,0.002048,0.007936,0.020962,0.007296,0.007938,0.031409,0.011456,0.007916,0.043903,0.000896,0.009749,0.035878,0.002048,0.008441,
0.003222,0.025887,0.000683,0.058181,0.018464,0.018143,0.056506,0.014336,0.019444,0.030513,0.012192,0.008480,0.031752,0.002048,0.007645,0.021038,0.006144,0.007912,0.031720,0.011520,0.008453,0.044466,0.002048,0.008440,0.036106,0.001888,0.007642,
0.003197,0.026104,0.000678,0.058133,0.017248,0.017641,0.056492,0.014624,0.019516,0.032035,0.012288,0.007806,0.032227,0.001888,0.007617,0.021860,0.007904,0.008381,0.032004,0.010688,0.008060,0.045191,0.001920,0.007711,0.038582,0.002048,0.007923,
0.003201,0.025206,0.000705,0.055899,0.019104,0.017663,0.056559,0.014496,0.019658,0.031601,0.012128,0.007689,0.031188,0.001920,0.007839,0.021207,0.006912,0.008339,0.030757,0.010304,0.007842,0.043745,0.001920,0.007709,0.035791,0.001888,0.008055,
0.003192,0.026415,0.000694,0.079678,0.024576,0.019883,0.059656,0.014048,0.019171,0.031427,0.012288,0.008355,0.038730,0.001920,0.007748,0.022035,0.007648,0.008335,0.032121,0.010240,0.008038,0.043041,0.002048,0.008193,0.035836,0.002048,0.007786,
0.003235,0.026143,0.000724,0.061782,0.020480,0.018447,0.055676,0.014752,0.020192,0.032733,0.012320,0.008282,0.032203,0.002048,0.008057,0.021636,0.006560,0.007609,0.030936,0.010912,0.007968,0.043642,0.001888,0.007805,0.037029,0.001888,0.007824,
0.003242,0.026666,0.000713,0.060025,0.019904,0.017640,0.060122,0.014336,0.020178,0.032113,0.012288,0.007762,0.033073,0.002016,0.008231,0.021039,0.007040,0.007776,0.031001,0.010240,0.008440,0.043431,0.003232,0.012230,0.035974,0.001920,0.008019,
0.003216,0.025908,0.000701,0.057260,0.019488,0.018135,0.057361,0.014656,0.019837,0.032383,0.012288,0.007700,0.033748,0.001888,0.008439,0.021286,0.007072,0.007602,0.033096,0.010240,0.008558,0.049167,0.002048,0.008871,0.036141,0.002016,0.007533,
0.003253,0.025724,0.000661,0.057989,0.019616,0.018652,0.057860,0.014368,0.019391,0.032137,0.012128,0.008026,0.031878,0.001920,0.007709,0.021136,0.007712,0.007870,0.031863,0.011552,0.008676,0.044855,0.002048,0.007712,0.037443,0.001888,0.007589,
0.003273,0.026153,0.000691,0.055872,0.018432,0.018426,0.057849,0.014336,0.019505,0.030857,0.012288,0.007855,0.031735,0.001920,0.007722,0.021235,0.007616,0.008138,0.032830,0.010240,0.008367,0.043730,0.001952,0.008472,0.036016,0.001888,0.007989,
0.003255,0.025289,0.000792,0.060213,0.018464,0.018639,0.078959,0.015200,0.020580,0.030980,0.012128,0.007759,0.032094,0.002048,0.008065,0.021282,0.007040,0.008085,0.033085,0.010528,0.008135,0.045902,0.001888,0.007756,0.036100,0.002048,0.008163,
0.003254,0.025416,0.000675,0.057529,0.018720,0.017961,0.055691,0.015392,0.018992,0.031454,0.012352,0.007744,0.031358,0.001888,0.007645,0.021276,0.006144,0.007943,0.031751,0.010400,0.008433,0.044147,0.001888,0.008324,0.035545,0.002048,0.008163,
0.003212,0.026194,0.000705,0.056327,0.018592,0.017854,0.054538,0.015680,0.019760,0.032295,0.012224,0.007826,0.030348,0.000928,0.008152,0.024256,0.008064,0.008309,0.031355,0.010496,0.008260,0.043705,0.001888,0.007906,0.042839,0.001888,0.007951,
0.003225,0.026476,0.000727,0.056307,0.018528,0.017896,0.056053,0.014656,0.020113,0.031437,0.012128,0.007774,0.031491,0.001888,0.007881,0.021662,0.007360,0.008008,0.032078,0.010240,0.007882,0.043490,0.002048,0.007613,0.035499,0.001984,0.007784,
0.003198,0.026785,0.000717,0.055004,0.018720,0.018627,0.056087,0.014336,0.020076,0.031427,0.012128,0.007932,0.030558,0.002048,0.007551,0.020845,0.006176,0.008585,0.032814,0.010624,0.007911,0.043629,0.001888,0.008035,0.036514,0.002048,0.007741,
0.003228,0.025991,0.000650,0.057587,0.018432,0.018169,0.056200,0.014304,0.020221,0.031631,0.012288,0.007858,0.031384,0.002048,0.008197,0.022077,0.006624,0.008293,0.031632,0.010656,0.007988,0.050425,0.001888,0.008312,0.036973,0.002048,0.007672,
0.003247,0.026248,0.000671,0.063196,0.018848,0.017679,0.056813,0.015104,0.019292,0.031443,0.012160,0.007955,0.030362,0.002048,0.007624,0.020844,0.006752,0.008287,0.031146,0.010240,0.007945,0.044536,0.001920,0.007666,0.035777,0.002048,0.007726,
0.003262,0.026055,0.000789,0.058632,0.018400,0.018514,0.055639,0.014304,0.019767,0.030893,0.012128,0.008137,0.032425,0.002144,0.007846,0.020896,0.006912,0.008017,0.032111,0.011264,0.007928,0.044247,0.002048,0.007861,0.035498,0.002048,0.008139,
0.003232,0.025580,0.000710,0.057737,0.018432,0.017806,0.059567,0.015392,0.020186,0.032735,0.012288,0.008019,0.031449,0.002048,0.007618,0.021662,0.006560,0.007609,0.030979,0.010528,0.008655,0.043887,0.002048,0.008365,0.037353,0.000928,0.007674,
0.003257,0.026145,0.000680,0.055497,0.018560,0.018077,0.055591,0.014688,0.019901,0.031283,0.012096,0.007835,0.030295,0.001984,0.007711,0.021664,0.006592,0.007543,0.032164,0.011584,0.008461,0.045083,0.000992,0.007767,0.035875,0.001888,0.007596,
0.003199,0.025574,0.000681,0.055310,0.018560,0.018283,0.056860,0.014368,0.019238,0.031343,0.012288,0.007856,0.031123,0.002048,0.008134,0.021018,0.007808,0.007915,0.038442,0.010272,0.008094,0.044374,0.002048,0.008102,0.035319,0.002048,0.007691,
0.003228,0.025837,0.000664,0.056414,0.018464,0.017750,0.055839,0.014336,0.020633,0.030729,0.012288,0.007830,0.030506,0.002048,0.007979,0.020943,0.007456,0.007950,0.032246,0.011424,0.008076,0.044125,0.002048,0.007681,0.037230,0.002048,0.007742,
0.003211,0.030925,0.000669,0.153553,0.027008,0.021502,0.056976,0.014304,0.020279,0.031612,0.012224,0.007738,0.030368,0.002048,0.008224,0.020838,0.006208,0.007701,0.031388,0.010240,0.007940,0.045572,0.001888,0.007835,0.035268,0.002048,0.007519,
0.003299,0.026196,0.000712,0.058061,0.018400,0.017806,0.061676,0.015712,0.026022,0.030540,0.012128,0.007774,0.031166,0.001920,0.007732,0.020454,0.007904,0.007650,0.032924,0.010656,0.007968,0.044266,0.002048,0.007739,0.035687,0.001888,0.007500,
0.003198,0.025997,0.000640,0.055633,0.019680,0.018823,0.021426,0.010240,0.007900,0.031051,0.012192,0.008791,0.030311,0.002048,0.007551,0.020846,0.007904,0.008536,0.031262,0.011296,0.008538,0.044079,0.000992,0.007670,0.035613,0.001920,0.007600,
0.003243,0.025704,0.000675,0.056769,0.019104,0.018551,0.021110,0.010528,0.007993,0.037840,0.012128,0.008245,0.029725,0.001888,0.007636,0.021974,0.007424,0.008024,0.031115,0.010240,0.007877,0.043874,0.002016,0.007911,0.037122,0.002048,0.008051,
0.003249,0.026320,0.000770,0.060333,0.017952,0.017945,0.021446,0.010336,0.007949,0.045598,0.011296,0.008012,0.030704,0.001920,0.007630,0.021223,0.007648,0.007959,0.031576,0.010240,0.008443,0.045016,0.002048,0.007815,0.035823,0.000992,0.008127,
0.003261,0.026132,0.000671,0.055657,0.018432,0.019054,0.020970,0.011808,0.007823,0.033066,0.012160,0.007839,0.031611,0.001888,0.008257,0.021083,0.007552,0.007647,0.032215,0.010784,0.008441,0.044228,0.002048,0.007698,0.035116,0.002048,0.007593,
0.003287,0.026232,0.000738,0.055850,0.018528,0.017910,0.021113,0.010240,0.007906,0.034028,0.012096,0.008695,0.030494,0.001920,0.007580,0.021238,0.007648,0.008166,0.031289,0.010656,0.008271,0.044298,0.002048,0.008138,0.036367,0.000992,0.007613,
0.003216,0.025364,0.000742,0.055694,0.018432,0.018311,0.021245,0.010240,0.008056,0.031863,0.012224,0.007737,0.030560,0.001888,0.007915,0.020636,0.007648,0.007865,0.031767,0.010240,0.008133,0.051317,0.002048,0.007754,0.035955,0.001888,0.007645,
0.003231,0.026101,0.000658,0.056200,0.018464,0.018522,0.021357,0.010240,0.007922,0.031280,0.011200,0.008046,0.031801,0.002048,0.007724,0.020968,0.007328,0.008037,0.032750,0.010624,0.008242,0.042980,0.002048,0.007884,0.035268,0.002048,0.007791,
0.003254,0.025204,0.000664,0.058259,0.019872,0.017939,0.021047,0.010784,0.007908,0.032500,0.011104,0.008336,0.030356,0.002048,0.008313,0.020913,0.006208,0.008149,0.031535,0.010720,0.007706,0.042738,0.002048,0.007718,0.036380,0.001888,0.007754,
0.003231,0.025617,0.000703,0.057611,0.018400,0.018138,0.021177,0.010528,0.007932,0.031362,0.012288,0.008243,0.030053,0.002048,0.007687,0.020928,0.006272,0.008068,0.031534,0.010688,0.007659,0.044736,0.002048,0.008357,0.035701,0.001888,0.007717,
0.003311,0.025882,0.000680,0.057327,0.018432,0.018463,0.021903,0.010464,0.007979,0.031469,0.012128,0.008031,0.031243,0.001888,0.007825,0.020842,0.006688,0.008213,0.031836,0.010656,0.007881,0.042734,0.001920,0.007898,0.035895,0.001888,0.007642,
0.003288,0.026216,0.000667,0.057297,0.018432,0.018072,0.020967,0.011328,0.007882,0.032771,0.012288,0.007817,0.030937,0.001920,0.007623,0.020893,0.006432,0.007778,0.031315,0.010240,0.007709,0.042952,0.002048,0.007761,0.035280,0.001920,0.007603,
0.003227,0.025334,0.000762,0.055516,0.018528,0.017805,0.032921,0.010752,0.007966,0.033428,0.011200,0.007755,0.030895,0.002144,0.007693,0.021213,0.006688,0.007858,0.031813,0.010240,0.008270,0.047287,0.002048,0.008207,0.035481,0.000896,0.007448,
0.003249,0.026055,0.000726,0.055020,0.018304,0.018469,0.021995,0.010240,0.008166,0.031719,0.012160,0.007944,0.031386,0.001920,0.007750,0.021258,0.006912,0.007794,0.030738,0.010240,0.007785,0.043775,0.002048,0.007900,0.035066,0.001920,0.007546,
0.003235,0.025520,0.000678,0.055625,0.018432,0.017962,0.021637,0.011392,0.008597,0.031669,0.012128,0.007877,0.031076,0.001920,0.008403,0.021176,0.007008,0.008023,0.031166,0.010656,0.007942,0.043069,0.001888,0.007709,0.035831,0.001888,0.007687,
0.003296,0.025670,0.000781,0.055657,0.018592,0.018043,0.021279,0.011392,0.008078,0.033506,0.012128,0.008460,0.030276,0.001888,0.007740,0.020775,0.007872,0.008020,0.031234,0.011552,0.007765,0.043445,0.002016,0.007935,0.036447,0.003104,0.008333,
0.003261,0.025855,0.000781,0.056726,0.018400,0.018163,0.023129,0.011520,0.007819,0.032417,0.012288,0.007847,0.031005,0.002080,0.008520,0.020804,0.007552,0.008027,0.031387,0.010240,0.008353,0.044385,0.001920,0.007807,0.035474,0.002112,0.008146,
0.003285,0.025868,0.000635,0.055745,0.018656,0.018513,0.022047,0.010656,0.008615,0.031347,0.012128,0.007993,0.031045,0.002048,0.007754,0.020688,0.007200,0.008245,0.032764,0.010656,0.008601,0.043056,0.001984,0.007634,0.035421,0.001888,0.007598,
0.003212,0.025603,0.000668,0.056337,0.018432,0.017739,0.021508,0.010272,0.007962,0.031642,0.012288,0.007985,0.030367,0.000992,0.007771,0.021685,0.007808,0.007837,0.031290,0.010688,0.008459,0.043172,0.002048,0.007899,0.036311,0.002048,0.007733,
0.003245,0.026262,0.000703,0.059265,0.018432,0.018133,0.021293,0.010400,0.007918,0.031166,0.012096,0.007967,0.030977,0.000896,0.008075,0.021460,0.007808,0.007638,0.030580,0.011488,0.007977,0.044634,0.001984,0.007867,0.035455,0.001920,0.007693,
0.003210,0.026173,0.000683,0.061731,0.018464,0.017154,0.021138,0.011584,0.007888,0.031139,0.012288,0.007833,0.033655,0.000992,0.008222,0.021467,0.007488,0.007653,0.031987,0.011424,0.007960,0.043100,0.002048,0.008236,0.035099,0.000896,0.007990,
0.003221,0.025677,0.000699,0.053983,0.018432,0.016999,0.021563,0.010592,0.008028,0.031447,0.012128,0.008117,0.031706,0.002048,0.007633,0.020764,0.006560,0.008031,0.032010,0.010656,0.007791,0.043013,0.001920,0.007758,0.036615,0.001952,0.007911,
0.003231,0.026004,0.000698,0.053100,0.018240,0.016406,0.021288,0.010432,0.008038,0.031181,0.012288,0.007780,0.030996,0.001888,0.007800,0.020851,0.006848,0.008032,0.031405,0.011616,0.007850,0.043853,0.000896,0.007453,0.035969,0.002048,0.007892,
0.003227,0.025641,0.000726,0.055767,0.017088,0.016980,0.021897,0.010240,0.008259,0.030417,0.012288,0.008526,0.032673,0.002048,0.008252,0.021426,0.006592,0.007664,0.032499,0.010688,0.008613,0.042830,0.000896,0.007674,0.036232,0.001920,0.008047,
0.003253,0.026283,0.000718,0.052136,0.018144,0.017337,0.021499,0.010304,0.008095,0.030835,0.012160,0.008456,0.030834,0.001888,0.007695,0.020948,0.006944,0.007875,0.031315,0.010656,0.007845,0.043440,0.001952,0.008230,0.035205,0.001024,0.007955,
0.003236,0.026006,0.000702,0.049913,0.018432,0.016567,0.021188,0.010240,0.008035,0.033620,0.011168,0.008472,0.030003,0.000992,0.007600,0.020919,0.007872,0.008053,0.031055,0.010240,0.008369,0.042658,0.001888,0.007830,0.036771,0.002048,0.007640,
0.003225,0.025950,0.000684,0.050084,0.017088,0.017698,0.021793,0.010240,0.008465,0.031187,0.012320,0.008232,0.030507,0.002048,0.007801,0.021011,0.007680,0.007945,0.030262,0.010656,0.007921,0.043019,0.001984,0.008425,0.037488,0.001888,0.009578,
0.003242,0.026200,0.000685,0.049506,0.018144,0.017188,0.021586,0.010240,0.008043,0.031291,0.012128,0.008299,0.030944,0.001888,0.007668,0.022030,0.006368,0.007787,0.032787,0.010528,0.008088,0.043598,0.002112,0.007635,0.704144,0.000960,0.010884,
0.003254,0.025149,0.000728,0.052692,0.018432,0.017464,0.021225,0.010240,0.007993,0.032637,0.012128,0.007837,0.031088,0.001920,0.008140,0.022443,0.007872,0.007905,0.030620,0.011296,0.007911,0.042558,0.001920,0.007669,0.052141,0.001888,0.008045,
0.003212,0.026524,0.000705,0.051240,0.017312,0.016824,0.021119,0.010496,0.008060,0.031226,0.012288,0.007922,0.030755,0.001888,0.007604,0.021616,0.007040,0.007905,0.030843,0.010528,0.008441,0.045019,0.002208,0.007833,0.043450,0.001920,0.007896,
0.003239,0.025700,0.000729,0.080260,0.020480,0.018740,0.021394,0.010752,0.008147,0.031441,0.012416,0.007840,0.032262,0.000896,0.007990,0.021193,0.006880,0.007818,0.032132,0.011584,0.008664,0.042786,0.001920,0.007590,0.042629,0.002048,0.007771,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Rect Tiling 32*64 Loading,MMA CUDA Shared Half Rect Tiling 32*64 Computing,MMA CUDA Shared Half Rect Tiling 32*64 Outputing,MMA CUDA Shared Half Rect Tiling 32*96 Loading,MMA CUDA Shared Half Rect Tiling 32*96 Computing,MMA CUDA Shared Half Rect Tiling 32*96 Outputing,MMA CUDA Shared 16 Tile Loading,MMA CUDA Shared 16 Tile Computing,MMA CUDA Shared 16 Tile Outputing,MMA CUDA Shared Halfs 32 Tile Loading,MMA CUDA Shared Halfs 32 Tile Computing,MMA CUDA Shared Halfs 32 Tile Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA Cublas Loading,MMA Cublas Computing,MMA Cublas Outputing,
0.061939,0.133026,0.004751,0.327781,0.053632,0.049474,0.319016,0.045056,0.045210,0.995570,0.047264,0.045179,0.990771,0.051200,0.053604,0.348003,0.043008,0.049654,1.084286,0.045056,0.049728,1.007436,0.053248,0.054191,0.982026,0.006176,0.044369,
0.011925,0.132754,0.004143,0.086659,0.030720,0.039407,0.086745,0.024160,0.034347,0.748973,0.027872,0.038279,0.750660,0.028896,0.110352,0.089598,0.020512,0.039545,0.800587,0.025088,0.039362,0.824912,0.034816,0.046027,0.726171,0.004096,0.031094,
0.011849,0.132646,0.004167,0.085878,0.028928,0.039728,0.086034,0.020480,0.035058,0.730830,0.026432,0.038496,0.734734,0.030432,0.044259,0.087359,0.019808,0.040193,0.761591,0.023712,0.039954,0.742427,0.030720,0.044641,0.718457,0.003936,0.031557,
0.011874,0.132636,0.004136,0.104454,0.028704,0.039261,0.082881,0.022560,0.036443,0.745375,0.026816,0.039858,0.726777,0.028672,0.043415,0.088934,0.018464,0.039565,0.729439,0.023552,0.040566,0.744087,0.029152,0.043795,0.739209,0.002080,0.032431,
0.011824,0.133228,0.004102,0.084930,0.028704,0.039124,0.084908,0.021184,0.036119,0.703245,0.025248,0.037411,0.713336,0.028704,0.042971,0.088067,0.018432,0.039793,0.707758,0.023040,0.038831,0.733822,0.030144,0.042397,0.718536,0.003456,0.032880,
0.011820,0.132601,0.004098,0.083486,0.028576,0.038733,0.085535,0.020704,0.036856,0.703431,0.025280,0.036987,0.707264,0.028672,0.042250,0.086435,0.018688,0.038134,0.706345,0.022528,0.039250,0.729990,0.030688,0.042219,0.708687,0.002368,0.032236,
0.011860,0.132755,0.004090,0.097077,0.028640,0.039519,0.085674,0.022048,0.035993,0.696099,0.024576,0.036510,0.591816,0.022752,0.015686,0.086107,0.019200,0.039385,0.708348,0.022112,0.039083,0.745970,0.030304,0.015933,0.594787,0.001920,0.014276,
0.011701,0.132464,0.004062,0.085665,0.029696,0.038119,0.082458,0.020704,0.035283,0.363020,0.018976,0.015465,0.156577,0.023776,0.016582,0.089805,0.018464,0.039271,0.703692,0.022752,0.037843,0.161581,0.024736,0.016685,0.149308,0.002048,0.014974,
0.011751,0.132462,0.004080,0.083346,0.028672,0.038322,0.083572,0.021216,0.036449,0.153074,0.018848,0.015503,0.153038,0.022784,0.016105,0.086732,0.018432,0.037812,0.687882,0.022528,0.037394,0.160892,0.024800,0.015546,0.148394,0.001024,0.014998,
0.011821,0.132444,0.004087,0.084892,0.028672,0.037595,0.083735,0.020864,0.035782,0.152081,0.019296,0.015571,0.151433,0.022528,0.016539,0.086764,0.018432,0.038287,0.683659,0.022432,0.037451,0.160082,0.024480,0.015668,0.147768,0.002048,0.015402,
0.011701,0.132494,0.004136,0.082631,0.028928,0.037885,0.083011,0.021856,0.035867,0.151963,0.019936,0.015092,0.150933,0.022752,0.017066,0.086998,0.018432,0.038594,0.686338,0.022496,0.037583,0.160243,0.024928,0.015643,0.147032,0.001920,0.014279,
0.011836,0.132986,0.004065,0.086671,0.027520,0.037208,0.084737,0.021248,0.035888,0.150895,0.020224,0.015703,0.153302,0.022528,0.016192,0.085737,0.018432,0.037406,0.684715,0.023552,0.038024,0.160541,0.024640,0.015668,0.148557,0.001888,0.015016,
0.011789,0.130815,0.003355,0.084247,0.028736,0.043219,0.084008,0.021056,0.035869,0.150818,0.019232,0.015120,0.154086,0.022784,0.016395,0.088805,0.018432,0.038617,0.686551,0.022592,0.036871,0.159435,0.024576,0.015612,0.146839,0.002080,0.014420,
0.011518,0.106714,0.003389,0.085202,0.032192,0.038553,0.084259,0.020480,0.034680,0.152591,0.020480,0.015311,0.152495,0.022528,0.016512,0.087265,0.018240,0.037904,0.681735,0.022528,0.036795,0.159379,0.024576,0.016237,0.147093,0.002048,0.015467,
0.011624,0.106178,0.003368,0.082503,0.028672,0.037480,0.083319,0.020512,0.034295,0.148737,0.019360,0.015236,0.154457,0.022528,0.016044,0.089547,0.017088,0.038013,0.676511,0.022464,0.037306,0.158676,0.024736,0.015690,0.147639,0.001920,0.015760,
0.011582,0.105998,0.003335,0.084753,0.028544,0.037745,0.084237,0.021856,0.034378,0.148519,0.020256,0.015326,0.157516,0.022528,0.016758,0.086636,0.019456,0.038598,0.679447,0.022336,0.037886,0.158230,0.024576,0.016599,0.146999,0.001920,0.015810,
0.011561,0.106215,0.003354,0.083491,0.027264,0.037242,0.085034,0.021568,0.039732,0.149918,0.018944,0.015001,0.150926,0.023008,0.016606,0.087839,0.018688,0.038213,0.675799,0.022560,0.036780,0.159595,0.024736,0.016092,0.147848,0.002048,0.014985,
0.011541,0.105668,0.003347,0.084005,0.028768,0.037876,0.086886,0.024480,0.034365,0.148376,0.020192,0.015632,0.150634,0.022656,0.016209,0.088329,0.014112,0.016546,0.684431,0.022592,0.037055,0.158230,0.024480,0.015628,0.158313,0.002048,0.015201,
0.011504,0.106137,0.003313,0.084589,0.028672,0.037990,0.083662,0.021216,0.034846,0.149593,0.018848,0.015542,0.149997,0.022784,0.015545,0.039909,0.014336,0.015960,0.624987,0.020480,0.032889,0.158161,0.024576,0.016214,0.142398,0.002048,0.014804,
0.011578,0.106235,0.003338,0.085472,0.028864,0.037846,0.084596,0.020960,0.034471,0.148462,0.019104,0.015826,0.148468,0.023776,0.016717,0.041412,0.014080,0.015531,0.555430,0.020480,0.032921,0.159004,0.024704,0.016334,0.141391,0.002048,0.016041,
0.011573,0.105849,0.003348,0.084508,0.028800,0.038159,0.083655,0.020480,0.034376,0.148373,0.019168,0.015129,0.149712,0.022528,0.015553,0.040311,0.014208,0.015526,0.552450,0.020512,0.032824,0.158015,0.024576,0.016000,0.174149,0.001888,0.014827,
0.011538,0.107838,0.003342,0.083936,0.028288,0.037481,0.083887,0.021792,0.034297,0.146962,0.018944,0.015440,0.147910,0.022528,0.016110,0.040158,0.013216,0.015565,0.561587,0.020576,0.032915,0.156665,0.024576,0.015766,0.146537,0.001920,0.014841,
0.011604,0.106210,0.003349,0.093443,0.027232,0.037085,0.083478,0.022208,0.034039,0.147950,0.020352,0.015094,0.149903,0.022784,0.016400,0.040962,0.014336,0.015418,0.551255,0.020576,0.034023,0.157381,0.025600,0.015735,0.141118,0.002048,0.014115,
0.011516,0.106270,0.003328,0.085610,0.027392,0.038183,0.085646,0.020736,0.034471,0.147473,0.019360,0.015602,0.148570,0.022784,0.016058,0.041816,0.014368,0.016478,0.438061,0.016960,0.026465,0.162188,0.024736,0.015985,0.140810,0.001888,0.014605,
0.011563,0.106120,0.003332,0.083867,0.028672,0.037284,0.082721,0.020544,0.033891,0.151276,0.019616,0.015077,0.150574,0.023680,0.016323,0.040574,0.014336,0.015472,0.427155,0.018304,0.025859,0.164190,0.024640,0.016223,0.144886,0.002048,0.014153,
0.011500,0.105984,0.003354,0.083739,0.028576,0.037220,0.084856,0.020864,0.034220,0.146943,0.018720,0.015132,0.148873,0.023168,0.017111,0.041453,0.014368,0.015899,0.410359,0.016384,0.026078,0.163164,0.024736,0.015760,0.141503,0.002048,0.014927,
0.011534,0.106055,0.003306,0.069299,0.024384,0.015521,0.083706,0.020864,0.033760,0.148698,0.018624,0.015068,0.149200,0.022528,0.016347,0.040801,0.014368,0.015481,0.412052,0.016384,0.025605,0.162251,0.024576,0.016092,0.140811,0.002048,0.014125,
0.011535,0.106177,0.003381,0.040101,0.023520,0.016579,0.082125,0.021024,0.035297,0.149268,0.018624,0.015481,0.149807,0.022784,0.016253,0.039892,0.014112,0.015576,0.434064,0.018784,0.026312,0.177393,0.024608,0.015781,0.141939,0.001920,0.015659,
0.011551,0.106336,0.003354,0.040773,0.023520,0.016069,0.084631,0.020800,0.034348,0.149477,0.020256,0.015119,0.149754,0.022528,0.015419,0.043229,0.014080,0.016150,0.409096,0.018464,0.026560,0.160341,0.024800,0.016555,0.140360,0.002048,0.014277,
0.011554,0.105825,0.003322,0.039854,0.022784,0.015807,0.083451,0.020992,0.034372,0.148867,0.020480,0.015461,0.157478,0.023552,0.016258,0.041126,0.014176,0.015578,0.421376,0.016960,0.021306,0.160052,0.024576,0.015701,0.140215,0.001888,0.015357,
0.011543,0.105833,0.003351,0.041758,0.024448,0.015663,0.083276,0.021952,0.034731,0.148022,0.019712,0.015059,0.161936,0.022784,0.015774,0.048679,0.014336,0.015595,0.297650,0.017984,0.021635,0.161013,0.024736,0.015667,0.141018,0.000992,0.014798,
0.011547,0.106083,0.003361,0.040634,0.023136,0.015851,0.100037,0.020672,0.033967,0.147335,0.020096,0.015788,0.157389,0.022784,0.015982,0.040417,0.014272,0.016199,0.298259,0.016992,0.021533,0.160801,0.024576,0.015698,0.140619,0.001920,0.014914,
0.011563,0.105860,0.003319,0.040139,0.023744,0.015572,0.083089,0.020736,0.034073,0.149192,0.019360,0.015428,0.155241,0.022784,0.015544,0.040114,0.014080,0.015342,0.302679,0.016416,0.021171,0.160009,0.024576,0.016217,0.140603,0.001888,0.014327,
0.011648,0.105969,0.003329,0.040362,0.024224,0.015906,0.085966,0.020608,0.034154,0.157557,0.019648,0.015608,0.153477,0.022816,0.015860,0.040604,0.014368,0.019534,0.303590,0.017856,0.020727,0.159597,0.024480,0.015570,0.142313,0.002048,0.014823,
