Performing comparisons between CPU Cuda and Tensor implementation,

Matrixes size,32,32,
Single run computation test,
Name,preparing time (ms),computation time (ms),gathering restuls time (ms),validity,mean of error (to CPU),deviation of error (to CPU),
MMA CPU,0.004119,3.063215,0.000520,
MMA CUDA,46.865418,0.014236,0.017622,True,0,0,
MMA CUDA Shared,0.084268,0.004617,0.010595,False,0.475671,0.080881,
MMA Tensor,0.086685,0.000712,0.009522,False,1.000000,0.000000,

Multi run computation  test, execution count :50,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,
0.000784,0.017891,0.000155,0.072864,0.003130,0.014601,0.071800,0.003163,0.010567,0.064772,0.000396,0.008629,
0.000781,0.017649,0.000160,0.071537,0.003194,0.015510,0.072660,0.003233,0.009889,0.064206,0.000397,0.008145,
0.000786,0.017823,0.000156,0.072029,0.003180,0.015671,0.071772,0.003184,0.009849,0.064469,0.000386,0.009020,
0.000782,0.017734,0.000176,0.072016,0.003066,0.015457,0.068999,0.002954,0.016831,0.064257,0.000400,0.009218,
0.000827,0.017754,0.000158,0.072066,0.003334,0.015286,0.065367,0.002649,0.009019,0.064018,0.000388,0.008530,
0.000801,0.017778,0.000149,0.071725,0.003103,0.015268,0.065238,0.002699,0.017529,0.064684,0.000392,0.008803,
0.000775,0.017640,0.000154,0.072729,0.003152,0.014837,0.065311,0.002659,0.016889,0.064299,0.000396,0.009154,
0.000795,0.017516,0.000162,0.072671,0.003305,0.015178,0.064320,0.002581,0.017681,0.064573,0.000396,0.009023,
0.000830,0.017567,0.000151,0.280229,0.004175,0.015042,0.064470,0.002615,0.017441,0.064581,0.000380,0.008773,
0.000781,0.017788,0.000138,0.223772,0.003935,0.015802,0.064953,0.002653,0.017357,0.064825,0.000399,0.009234,
0.000792,0.017682,0.000166,0.075401,0.003386,0.015419,0.065429,0.002614,0.016600,0.064649,0.000407,0.008283,
0.000799,0.017567,0.000166,0.074880,0.003233,0.015817,0.886178,0.008245,0.013423,0.064069,0.000385,0.008640,
0.000763,0.017717,0.000167,0.343655,0.003512,0.017390,0.107233,0.004300,0.010610,0.064700,0.000393,0.008809,
0.000771,0.017760,0.000155,0.072749,0.003298,0.016971,0.076677,0.003537,0.010036,0.064723,0.000407,0.009145,
0.000778,0.017763,0.000157,0.076510,0.003239,0.017738,0.075456,0.003353,0.010687,0.064638,0.000395,0.009129,
0.000778,0.017584,0.000168,0.073664,0.003182,0.017329,0.079651,0.003263,0.010024,0.064681,0.000384,0.008858,
0.000764,0.017739,0.000141,0.072472,0.003243,0.017418,0.074373,0.003282,0.010714,0.065244,0.000398,0.008888,
0.000786,0.017941,0.000133,0.070971,0.003198,0.018395,0.074644,0.003271,0.010350,0.064338,0.000385,0.009316,
0.000787,0.017791,0.000173,0.071241,0.003212,0.017188,0.074256,0.003264,0.009481,0.064156,0.000384,0.008931,
0.000811,0.017803,0.000206,0.073992,0.003250,0.016780,0.072960,0.003446,0.009412,0.065302,0.000399,0.008749,
0.000779,0.017578,0.000144,0.072197,0.003216,0.016826,0.074492,0.003255,0.009606,0.065050,0.000381,0.008397,
0.000782,0.017648,0.000202,0.072065,0.003269,0.017254,0.082662,0.003135,0.010016,0.064254,0.000388,0.011756,
0.000772,0.017559,0.000175,0.071146,0.003159,0.016723,0.070876,0.002987,0.009392,0.098090,0.000413,0.008368,
0.000783,0.017697,0.000149,0.071059,0.003170,0.016990,0.070200,0.003105,0.009356,0.164247,0.000664,0.009452,
0.000779,0.017663,0.000170,0.072493,0.003212,0.017288,0.070384,0.003139,0.009895,0.077132,0.000475,0.008666,
0.000797,0.017641,0.000157,0.071172,0.003162,0.016919,0.071696,0.002996,0.009472,0.079136,0.000393,0.008662,
0.000768,0.017666,0.000150,0.071794,0.003189,0.017173,0.070412,0.003294,0.009606,0.066031,0.000403,0.008234,

Matrixes size,64,64,
Single run computation test,
Name,preparing time (ms),computation time (ms),gathering restuls time (ms),validity,mean of error (to CPU),deviation of error (to CPU),
MMA CPU,0.016238,0.146607,0.000577,
MMA CUDA,0.399701,0.005086,0.327398,False,0.000000,0.000000,
MMA CUDA Shared,0.080812,0.003887,0.012094,False,0.482217,0.051856,
MMA Tensor,0.118172,0.003934,0.017758,False,0.090394,0.097373,

Multi run computation  test, execution count :50,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,
0.008954,0.036049,0.000858,0.087858,0.003629,0.028262,0.079044,0.003260,0.017468,0.112832,0.003173,0.017885,
0.002962,0.035628,0.000605,0.023859,0.002211,0.026400,0.024122,0.001881,0.018371,0.051181,0.001972,0.016720,
0.002974,0.035723,0.000612,0.024559,0.001866,0.025695,0.024036,0.001787,0.018058,0.047881,0.001817,0.017272,
0.002974,0.035711,0.000563,0.023588,0.001870,0.027341,0.025399,0.001719,0.017881,0.045962,0.001731,0.016688,
0.002879,0.035661,0.000638,0.023865,0.001791,0.025855,0.024341,0.001714,0.017985,0.047069,0.001755,0.016726,
0.002904,0.035725,0.000598,0.023558,0.001833,0.025812,0.024732,0.001718,0.017433,0.044254,0.001702,0.017340,
0.002884,0.035804,0.000613,0.023832,0.001737,0.025530,0.025098,0.001723,0.018246,0.043318,0.001745,0.016407,
0.002921,0.035931,0.000596,0.024119,0.001780,0.026279,0.024160,0.001714,0.018028,0.042138,0.001733,0.016991,
0.007195,0.038691,0.000641,0.023470,0.001776,0.026391,0.024332,0.001717,0.017919,0.041415,0.001739,0.016755,
0.002951,0.038925,0.000617,0.023900,0.001773,0.025912,0.024906,0.001739,0.017356,0.041439,0.001646,0.017107,
0.002996,0.038845,0.000643,0.023452,0.001758,0.025980,0.024029,0.001724,0.018554,0.042779,0.001786,0.016937,
0.002963,0.038437,0.000648,0.024677,0.001763,0.025810,0.024190,0.001692,0.017808,0.041695,0.001773,0.017342,
0.002961,0.039121,0.000624,0.023836,0.001765,0.026602,0.024268,0.001706,0.017976,0.040761,0.001745,0.016433,
0.002938,0.038849,0.000673,0.024143,0.001774,0.026190,0.025245,0.001906,0.018154,0.041256,0.001702,0.016226,
0.002955,0.038793,0.000615,0.023330,0.001788,0.026469,0.025340,0.001726,0.017667,0.040805,0.001763,0.017352,
0.002985,0.038956,0.000638,0.024009,0.001802,0.025845,0.025015,0.001712,0.018222,0.040598,0.001770,0.016392,
0.002987,0.038801,0.000687,0.023398,0.001703,0.026512,0.023960,0.001706,0.018308,0.040100,0.001765,0.016627,
0.002949,0.038800,0.000633,0.023559,0.001748,0.025238,0.024240,0.001699,0.017988,0.041500,0.001772,0.016919,
0.002960,0.039111,0.000628,0.023540,0.001745,0.025928,0.024910,0.001729,0.017308,0.040666,0.001811,0.016918,
0.002934,0.038674,0.000595,0.024390,0.001731,0.026507,0.024750,0.001730,0.018538,0.037588,0.001857,0.016637,
0.002928,0.038503,0.000672,0.024243,0.001761,0.025648,0.025057,0.001689,0.259644,0.037135,0.001747,0.018838,
0.002951,0.038811,0.000615,0.023424,0.001735,0.026599,0.814389,0.001723,0.017653,0.036470,0.001976,0.018237,
0.002991,0.039063,0.000653,0.027148,0.001769,0.025689,0.022650,0.001761,0.017388,0.035946,0.001793,0.017424,
0.002869,0.038537,0.000641,0.025906,0.001788,0.027238,0.022582,0.001731,0.018231,0.035500,0.001810,0.016802,
0.002957,0.038781,0.000609,0.026367,0.001947,0.026280,0.022181,0.001728,0.017529,0.035233,0.001738,0.016755,
0.002972,0.038786,0.000648,0.026226,0.001746,0.026209,0.022654,0.001699,0.018103,0.035278,0.001733,0.017421,
0.002980,0.038625,0.000597,0.026282,0.001766,0.026726,0.022274,0.001735,0.017420,0.038323,0.001793,0.016957,
0.002948,0.039131,0.000641,0.026716,0.001702,0.026162,0.023228,0.001722,0.016968,0.035116,0.001746,0.017167,
0.002961,0.038894,0.000652,0.026097,0.001914,0.026849,0.022863,0.001725,0.017817,0.035432,0.001738,0.017762,
0.002969,0.038639,0.000597,0.026297,0.001749,0.026172,0.023010,0.001683,0.017802,0.035098,0.001757,0.017264,
0.002944,0.038885,0.000563,0.032755,0.001740,0.025209,0.022643,0.001733,0.018042,0.034880,0.001774,0.017716,
0.002946,0.038815,0.000611,0.026431,0.001719,0.026078,0.023022,0.001728,0.017707,0.035405,0.001769,0.016258,
0.002938,0.038743,0.000629,0.027101,0.002735,0.025553,0.022922,0.001729,0.017284,0.036072,0.001738,0.016927,
0.002965,0.044008,0.000587,0.024291,0.001687,0.026020,0.022641,0.001750,0.018044,0.035516,0.001775,0.017471,
0.002981,0.038920,0.000658,0.023365,0.001804,0.026591,0.022519,0.001739,0.016955,0.035386,0.001744,0.017469,
0.002948,0.038788,0.000613,0.023228,0.001804,0.025553,0.023193,0.001716,0.017769,0.034751,0.001698,0.016274,
0.002925,0.038900,0.000580,0.023390,0.001746,0.026498,0.023141,0.001742,0.017458,0.035268,0.001768,0.017347,
0.002934,0.038718,0.000611,0.023681,0.001734,0.026241,0.023131,0.001710,0.017063,0.035408,0.001773,0.016923,
0.002937,0.038725,0.000606,0.024435,0.001744,0.025885,0.023220,0.001706,0.017514,0.035991,0.001733,0.016588,
0.009540,0.029995,0.000638,0.023604,0.001775,0.026524,0.022569,0.001731,0.017188,0.035348,0.001767,0.016946,
0.002956,0.029752,0.000610,0.023822,0.001739,0.025910,0.022444,0.001741,0.017710,0.035359,0.001769,0.017216,
0.002990,0.029760,0.000611,0.023770,0.001733,0.025678,0.023310,0.001719,0.016894,0.035443,0.001743,0.016857,
0.002923,0.029686,0.000663,0.023928,0.001721,0.025537,0.022476,0.001992,0.017419,0.036037,0.001785,0.016586,
0.002952,0.029692,0.000647,0.024256,0.001752,0.026106,0.022668,0.001744,0.017476,0.036173,0.001755,0.017185,
0.002942,0.029803,0.000665,0.023078,0.001728,0.025529,0.023130,0.001721,0.017073,0.035843,0.001764,0.016720,
0.002931,0.029804,0.000612,0.024170,0.001756,0.026075,0.024084,0.001710,0.018197,0.035428,0.001746,0.016870,
0.002945,0.029798,0.000595,0.023775,0.001752,0.026127,0.023181,0.001700,0.017197,0.035603,0.001730,0.017018,
0.002915,0.029761,0.000626,0.023455,0.001779,0.026326,0.022410,0.001718,0.017553,0.036343,0.001741,0.016991,
0.002983,0.029745,0.000618,0.024243,0.001728,0.026178,0.022373,0.001716,0.016935,0.034965,0.001716,0.017341,
0.002949,0.029341,0.000589,0.023364,0.001744,0.026678,0.024020,0.001741,0.017175,0.035135,0.001765,0.017192,

Multi run computation test (with deallocation), execution count :50,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,
0.004044,0.041775,0.000584,0.089288,0.004064,0.024869,0.076363,0.003379,0.017213,0.098233,0.002816,0.016433,
0.003443,0.046191,0.000705,0.078524,0.003355,0.025820,0.094872,0.003572,0.017150,0.124010,0.003021,0.018068,
0.003424,0.040691,0.000649,0.079449,0.003347,0.025775,0.071783,0.002866,0.017524,0.100270,0.002699,0.016140,
0.003337,0.041077,0.000699,0.077864,0.003336,0.026346,0.069548,0.002699,0.017318,0.087768,0.002615,0.016305,
0.003374,0.040844,0.000705,0.078145,0.003215,0.026055,0.070053,0.002667,0.017019,0.091579,0.002605,0.017192,
0.003347,0.041135,0.000626,0.077707,0.003251,0.025833,0.068461,0.002686,0.016791,0.083842,0.002606,0.017032,
0.003345,0.040806,0.000670,0.078307,0.003230,0.026865,0.067752,0.002670,0.017699,0.082094,0.002534,0.016434,
0.003343,0.040606,0.000656,0.076379,0.003218,0.026184,0.090134,0.004122,0.013045,0.092799,0.002619,0.017008,
0.003316,0.040776,0.000697,2.433563,0.006258,0.028133,0.078743,0.003087,0.017823,0.229371,0.002690,0.016787,
0.003373,0.040437,0.000657,0.093035,0.004248,0.027589,0.073893,0.003118,0.018173,0.197065,0.002628,0.322022,
0.003319,0.040765,0.000637,0.084532,0.003698,0.027019,0.069779,0.002758,0.016591,0.095896,0.002656,0.017836,
0.003366,0.040678,0.000715,0.091727,0.003191,0.026383,0.068987,0.002715,0.017262,0.084479,0.002637,0.017781,
0.003341,0.040708,0.000729,0.080095,0.003472,0.027549,0.068097,0.002733,0.016924,0.083026,0.002623,0.019368,
0.003399,0.040755,0.000683,0.077890,0.003213,0.025913,0.069627,0.002713,0.017025,0.106343,0.002774,0.017774,
0.003385,0.041552,0.000638,0.078221,0.003251,0.025193,0.067977,0.002750,0.017465,0.086438,0.002666,0.017662,
0.003398,0.040891,0.000690,0.078493,0.003303,0.025683,0.068393,0.002727,0.016881,0.084690,0.002647,0.019114,
0.003376,0.040712,0.000679,0.078250,0.003212,0.026997,0.067610,0.002734,0.017189,0.082731,0.002695,0.017459,
0.003369,0.040808,0.000649,0.077212,0.003215,0.025993,0.068350,0.002671,0.017018,0.082736,0.002620,0.019096,
0.003363,0.040742,0.000638,0.077902,0.003237,0.025833,0.068299,0.002647,0.017791,0.082451,0.002678,0.017671,
0.003341,0.040899,0.000655,0.077937,0.003124,0.026550,0.068205,0.002688,0.017158,0.081957,0.002632,0.017450,
0.003379,0.041054,0.000634,0.078712,0.003105,0.026156,0.068446,0.002769,0.016310,0.082141,0.002611,0.018217,
0.003396,0.040861,0.000704,0.077612,0.003234,0.026706,0.070135,0.002719,0.017128,0.088388,0.002562,0.018923,
0.003318,0.036736,0.000608,0.077865,0.003188,0.025442,0.068040,0.002694,0.017608,0.080870,0.002598,0.018120,
0.003292,0.030683,0.000636,0.077703,0.003053,0.026279,0.067637,0.002727,0.017953,0.084856,0.002594,0.019002,
0.003333,0.030509,0.000596,0.077842,0.003125,0.025888,0.067919,0.002668,0.017382,0.078446,0.002570,0.018381,
0.003299,0.031722,0.000689,0.077162,0.003147,0.026454,0.067942,0.002692,0.017862,0.078572,0.002576,0.018410,
0.003331,0.030709,0.000599,0.076909,0.003117,0.025691,0.068610,0.002676,0.016990,0.078665,0.002605,0.018296,
0.003299,0.030621,0.000651,0.078712,0.003045,0.025765,0.069916,0.002607,0.016639,0.078612,0.002600,0.018003,
0.003308,0.030596,0.000612,0.076996,0.003180,0.025420,0.067856,0.002686,0.017641,0.078416,0.002574,0.017908,
0.003331,0.030660,0.000633,0.077896,0.002928,0.026520,0.068246,0.002609,0.017288,0.078290,0.002599,0.018524,
0.003316,0.031306,0.000612,0.077956,0.003068,0.025919,0.066987,0.002641,0.019325,0.078932,0.002558,0.017824,
0.003339,0.030985,0.000626,0.077721,0.003111,0.025562,0.067871,0.002575,0.017910,0.078325,0.002574,0.018322,
0.003327,0.030786,0.000614,0.077838,0.003016,0.026959,0.072670,0.002743,0.017007,0.078238,0.002634,0.017192,
0.003314,0.030833,0.000620,0.078036,0.003171,0.025830,0.067503,0.002585,0.018047,0.078881,0.002588,0.017662,
0.003346,0.030647,0.000651,0.077232,0.003204,0.026146,0.066682,0.002610,0.017066,0.080448,0.002626,0.017438,
0.003337,0.030900,0.000583,0.076985,0.003044,0.025973,0.066550,0.002566,0.017209,0.080140,0.002626,0.017527,
0.003351,0.030601,0.000634,0.077246,0.003112,0.026026,0.066508,0.002632,0.017153,0.079068,0.002602,0.017947,
0.003298,0.030643,0.000645,0.080441,0.003134,0.025732,0.067081,0.002594,0.017028,0.081581,0.002584,0.017743,
0.003358,0.030828,0.000621,0.085481,0.003282,0.026576,0.068173,0.002610,0.017552,0.080493,0.002622,0.017645,
