Performing compairasons between CPU Cuda and Tensor implementation,
Matrixes size,1024x1024,
Single run computation time test,
Name,preparing time (ms),computation time (ms),gathering restuls time (ms),validity,error mean (to CPU),error deviation (to CPU),
Matrix Multiplication Addition CPU,5.859902,85.459247,3.573516,
Matrix Multiplication Addition CUDA,70.478940,0.022892,7.593663,False,2499.500000,3688.843332,
Matrix Multiplication Addition CUDA,1.892117,0.009165,8.133734,False,2499.500000,3688.843332,
Matrix Multiplication Addition Tensor,3.721410,0.010263,4.613717,False,inf,inf,

Multi run computation time test, All independant pipeline, execution count :50,
Matrix Multiplication Addition CPU exec time distribution,
54.271459,48.775152,59.540654,67.593443,54.002565,49.605904,50.926376,52.123270,51.300941,51.946877,51.279021,49.960682,50.709715,49.826258,50.825393,49.998683,52.992067,50.965092,52.383573,54.113442,50.857217,51.255742,50.199253,96.977349,77.227966,77.035277,74.458405,78.131199,77.400699,86.430041,83.080026,89.126988,82.842832,290.762027,304.045671,363.757089,379.804191,174.077039,102.574052,84.682925,82.821840,75.408015,74.119820,72.369240,76.975302,75.171397,73.837133,71.644569,75.018434,73.446469,
Matrix Multiplication Addition CUDA exec time distribution,
8.425891,7.982724,7.858862,7.804176,7.750729,7.728128,7.720350,8.175020,7.805977,7.744625,7.774061,8.078024,8.341070,8.002239,7.414936,6.622109,6.603536,6.608838,6.609144,6.596480,6.612813,7.647930,6.652514,6.658147,6.637262,6.616883,6.579796,6.589342,6.610286,6.589465,6.512469,6.443213,6.444326,6.485428,6.438286,6.448071,6.883098,6.526117,6.524156,6.467539,6.458534,6.451836,6.444019,6.467849,6.453631,5.714773,5.428749,5.418585,5.353430,5.316080,
Matrix Multiplication Addition CUDA exec time distribution,
4.766648,4.647520,4.621987,4.578384,5.300091,4.636108,4.654766,4.610610,4.582320,4.568808,4.576293,4.578760,4.622422,4.659191,4.630715,4.633123,4.614686,4.595840,4.621747,4.595807,4.577033,4.578207,4.581959,4.577873,4.606482,4.638304,5.162794,4.930597,4.617264,4.632305,4.604485,4.633473,4.569458,4.556571,4.580754,4.559188,4.584091,4.565763,4.566391,4.581777,4.566558,4.565559,4.581240,4.576407,4.584226,4.603115,4.556153,4.583343,5.588548,4.641544,
Matrix Multiplication Addition Tensor exec time distribution,
5.454656,4.452095,4.391957,4.378226,4.374710,4.330641,4.421091,4.444142,4.349452,4.332145,4.331913,4.360936,4.405720,4.340816,4.369415,4.366206,4.365385,4.402557,4.395716,4.370217,4.622869,4.501953,4.440280,4.345316,4.365843,4.362843,4.303324,4.304979,4.361670,4.312901,4.356186,4.359951,4.400897,4.682897,4.312442,4.351060,4.325401,4.346347,4.402246,4.360710,4.311772,4.326296,4.389955,4.618845,4.514343,4.451809,4.313223,4.436716,4.375154,4.309553,

Multi run computation time test, inputing once and always reading results pipeline, execution count : ,50,
Matrix Multiplication Addition CPU exec time distribution,
48.297460,47.262520,46.902092,47.472313,47.487903,49.003449,56.275191,62.866375,67.761019,69.162442,70.494174,74.249761,70.604317,76.279311,76.389144,70.673424,69.368807,71.406039,71.536532,69.233760,71.474773,71.457637,69.341049,71.654384,71.452400,71.465059,72.894915,75.366716,71.527624,71.496141,69.603210,71.705055,71.622234,69.363126,71.588230,71.396744,69.374720,71.552054,71.656462,71.628450,69.449943,75.270188,71.830996,68.666309,71.446706,71.704463,71.515356,69.200917,93.875297,70.105293,
Matrix Multiplication Addition CUDA exec time distribution,
6.378509,6.225081,6.132753,6.126477,6.119302,6.110282,6.105441,6.103961,6.094407,7.369733,6.586754,6.090674,6.091596,6.076780,6.083470,6.068436,6.056381,5.109767,5.096128,5.103626,5.108067,5.114095,5.111334,5.092838,5.094230,5.089685,5.097336,6.190994,5.531591,5.106555,5.086300,5.078354,5.086659,5.096480,5.091938,5.093282,5.085751,5.047405,5.001187,5.006855,5.017757,5.002124,5.004415,5.005039,5.013619,5.004162,5.376435,5.849328,5.373802,5.009010,
Matrix Multiplication Addition CUDA exec time distribution,
4.359126,4.228191,4.221078,4.219183,4.226879,4.222639,4.225598,3.472133,3.276488,3.293543,3.266083,3.269445,3.269397,3.264576,3.170773,3.147007,3.151507,3.148120,3.151078,3.151346,3.114070,3.074407,3.082370,3.143514,4.021794,3.449147,3.047254,3.033337,3.044170,3.057012,3.032409,3.035417,3.042486,3.151856,3.125894,3.040602,3.034345,3.036624,3.034526,3.036751,3.038343,3.036067,3.033956,3.036966,3.033640,3.040114,3.035773,3.030392,3.041158,3.033977,
Matrix Multiplication Addition Tensor exec time distribution,
1.194277,1.056288,1.087137,1.051651,1.052170,1.040154,1.050136,1.044593,1.047996,1.041176,1.043998,1.041935,1.103332,1.084780,1.167006,1.139710,1.046296,1.042369,1.048262,1.134902,1.086158,1.056943,1.034616,1.058902,1.039632,1.057063,1.038962,1.044006,1.034171,1.040166,1.037215,1.047894,1.038414,1.037210,1.045984,1.040609,1.044293,1.048941,1.079833,1.041070,1.079487,1.049448,1.041933,1.041535,1.058401,1.049031,1.038959,1.046404,1.056768,1.034668,

Multi run computation time test, Always inputing and reading results once pipeline, execution count : ,50,
Matrix Multiplication Addition CPU exec time distribution,
51.984764,48.300917,48.664777,54.898147,62.355031,66.214106,69.265119,70.920512,72.216959,72.636353,74.429094,71.278488,72.457628,75.328760,72.179410,75.347106,72.583869,72.737600,72.905405,72.825819,72.755484,72.120329,73.003872,72.824977,72.101105,72.883605,72.874026,75.648419,72.185596,72.610850,72.342416,73.732991,72.618246,79.889358,72.169751,72.899805,72.563001,72.182677,72.627305,72.510857,76.088697,69.834469,72.628234,72.707869,70.485724,72.935383,72.934565,71.863190,70.514615,72.818541,
Matrix Multiplication Addition CUDA exec time distribution,
1.778615,7.395045,7.449882,7.349593,7.278448,7.312660,7.264442,8.535301,7.250296,7.584854,7.167835,7.146010,7.147136,7.150158,7.148690,7.146944,7.138714,7.135194,7.120430,7.141315,7.154988,8.500853,7.187975,7.584220,7.150632,7.117581,7.117304,7.127635,7.122649,7.121202,7.125157,7.113444,7.125084,7.121796,7.255775,8.305973,7.174363,7.590760,7.145815,7.095574,5.024445,4.934364,4.860968,4.853620,4.868098,4.828240,4.813391,4.807412,4.801650,4.829159,
Matrix Multiplication Addition CUDA exec time distribution,
1.451716,4.116899,4.146940,4.860330,4.201694,4.155657,4.152351,4.118172,4.111839,4.072465,4.082084,4.072886,4.066289,4.065952,4.068243,4.072031,4.070978,4.085900,4.057342,4.073596,4.080628,4.075628,4.082903,4.085623,4.083895,4.077832,4.062715,4.732238,4.112448,4.112012,4.103469,4.380830,4.064391,4.056335,4.074813,4.085743,4.086475,4.072922,4.067761,4.071370,4.059754,4.056981,4.063026,4.058473,4.057085,4.063831,4.064597,4.063340,4.071820,4.064344,
Matrix Multiplication Addition Tensor exec time distribution,
3.192005,3.353533,3.333005,3.294261,3.296881,3.319923,3.173806,3.162861,3.177834,3.201874,3.123937,3.156508,3.147610,3.180589,3.242189,3.165433,3.181027,3.269167,3.181934,3.174510,3.152757,3.190269,3.165074,3.151421,3.153937,3.238969,3.352854,3.136391,3.183178,3.168252,3.161834,3.163662,3.258775,3.334059,3.392936,3.261019,3.182190,3.164461,3.220675,3.132174,3.132991,3.138652,3.147042,3.156596,3.218728,3.134014,3.130407,3.315425,3.190019,3.217701,

Multi run computation time test, inputing and reading results once pipeline, batch size : ,5,
Matrix Multiplication Addition CPU exec time distribution (execution count is 50),
3437.826771,3566.075073,3580.423309,3577.497605,3572.348042,
Matrix Multiplication Addition CUDA exec time distribution (execution count is 50),
0.096300,0.083507,0.084159,0.084286,0.084316,
Matrix Multiplication Addition CUDA exec time distribution (execution count is 50),
0.068806,0.057403,0.074317,0.063164,0.061076,
Matrix Multiplication Addition Tensor exec time distribution (execution count is 50),
0.070212,0.059559,0.060981,0.060700,0.060359,
